정류장ID,버스정류장명,위도,경도
7620,화곡동백구사,37.532383333333335,126.84079500000001
7621,화곡역5번출구,37.54067833333333,126.84097333333332
7622,화곡역4번출구,37.541015,126.84111666666668
7632,서부트럭터미널.신정동일하이빌아파트,37.510088333333336,126.8424
7633,서부트럭터미널.신정동일하이빌아파트,37.510935,126.84236333333335
7634,화곡동백구사,37.5326,126.84251833333335
7635,화곡본동시장,37.54324833333333,126.84270333333333
7642,보문역,37.585775,127.01897333333334
7643,강북노인종합복지관,37.63421833333334,127.01914000000001
7645,쌍문동우이빌라,37.657268333333334,127.01905666666669
7646,정릉길음시장,37.602215,127.01932666666669
7649,정릉길음시장.길음뉴타운9단지,37.60252166666667,127.01957833333333
7651,수유2동주민센터우이시장,37.64510166666666,127.019435
7654,신당역.중앙시장앞,37.56550333333333,127.01947166666666
7658,송동마을.서초힐스아파트,37.45908166666666,127.01788499999999
7662,송동마을.서초힐스아파트,37.458576666666666,127.01782499999999
7664,보문역,37.584875000000004,127.01977000000001
7668,수유2동주민센터우이시장,37.644893333333336,127.02020166666668
7677,보문동성당,37.582325,127.02084833333332
7683,창신교회.서리풀노리학교,37.49030333333334,127.02127999999999
7684,보문동성당,37.58246833333333,127.02107166666669
7691,안암동주민센터,37.586088333333336,127.02190999999999
7693,보문동주민센터,37.58045333333334,127.02188333333334
7700,신사역8번출구.가로수길,37.51742333333333,127.02223833333333
7703,서초푸르지오써밋.롯데캐슬클래식,37.50147166666667,127.02216833333333
7705,보문동주민센터,37.58004666666667,127.02237666666666
7708,성동고등학교,37.565595,127.02218333333333
7710,미아초교,37.610855,127.02247333333335
7713,성동고등학교,37.56524,127.02239833333333
7715,수유중앙시장,37.640274999999995,127.02274833333334
7721,대한병원,37.63681833333333,127.023165
7722,길음시장,37.603105,127.02313666666666
7725,영동시장,37.511925,127.02345666666666
7738,진흥아파트,37.497888333333336,127.02390166666667
7748,삼성화재강북지점,37.635515000000005,127.02482666666668
7749,수유역.강북구청,37.637645,127.02499333333331
7755,미아역8번출구.신일중고,37.627406666666666,127.02553000000002
7758,롯데칠성,37.49512166666667,127.025205
7760,쌍문초등학교,37.647095,127.02539
7765,쌍문초등학교,37.647000000000006,127.02566
7769,신설동역,37.57586333333334,127.02376833333334
7773,신사동고개,37.51889833333333,127.02575499999999
7781,강남역.강남역사거리,37.497843333333336,127.02652166666667
7786,래미안에스티지에스,37.49253833333333,127.02646833333334
7794,숭미초등학교,37.649833333333326,127.02781833333331
7797,숭미초등학교,37.64955666666666,127.02778833333332
7805,강북구청사거리,37.63874833333333,127.02834499999999
7806,강북구청사거리,37.63898166666667,127.02861166666668
7816,강남역1번출구.역삼세무서,37.498174999999996,127.02918
7821,개운사입구,37.585726666666666,127.02943666666667
7823,강남역12번출구,37.498810000000006,127.02955833333333
7830,학동역,37.514918333333334,127.03014666666668
7844,응봉동현대아파트,37.549731666666666,127.03057833333332
7857,안암전철역,37.586396666666666,127.030255
7858,수송초등학교,37.636831666666666,127.03145500000001
7862,안암역,37.586283333333334,127.03046666666665
7866,수송초등학교,37.63699833333333,127.03164666666667
7877,쌍문동현대.한양아파트,37.658,127.03126166666668
7885,창2동주민센터.보건지소,37.64077833333333,127.03346666666667
7886,창2동주민센터.보건지소,37.64096166666666,127.03357833333332
7888,응봉동주민센터,37.553286666666665,127.03345166666668
7891,역삼역.포스코타워역삼,37.49949,127.03359833333334
7892,무학여고,37.557919999999996,127.03386666666665
7894,역삼초등학교,37.494218333333336,127.03418333333333
7898,역삼초등학교,37.494413333333334,127.03411333333334
7899,쌍문역.쌍리단길,37.647535,127.03427166666667
7908,경남아너스빌.꿈의숲해링턴아파트,37.616703333333334,127.03461999999999
7911,경남아너스빌.꿈의숲해링턴아파트,37.61649833333333,127.03450333333333
7917,종암동주민센터,37.598373333333335,127.03495333333333
7918,서울세관사거리,37.51531333333333,127.03460666666666
7919,양재역,37.48368666666667,127.03470999999999
7923,역삼역4번출구,37.50042833333334,127.034735
7924,제기시장,37.586625000000005,127.03467
7931,북부수도사업소,37.634946666666664,127.03528499999999
7932,양곡도매시장,37.460341666666665,127.03519666666668
7937,양재역,37.48342666666667,127.03549333333333
7939,북부수도사업소,37.634258333333335,127.03613500000002
7957,꿈의숲롯데캐슬아파트,37.61862,127.03601333333333
7959,월곡동두산아파트,37.60653,127.03662000000001
7964,꿈의숲롯데캐슬아파트,37.61799499999999,127.03581333333335
7966,강북문화정보도서관,37.62538833333333,127.03692833333335
7976,강북문화정보도서관,37.625231666666664,127.03728833333335
7979,창2동한일아파트,37.646190000000004,127.03726499999999
7981,생명의전화,37.60451833333333,127.03721500000002
7983,제기동한신아파트,37.5867,127.03743166666666
7984,함석헌기념관.정의여중고,37.65267333333334,127.03734166666666
7985,생명의전화,37.60417833333334,127.03753499999999
7988,동문굿모닝힐,37.623775,127.03746166666666
7989,도봉구보건소앞,37.657248333333335,127.03753
7990,서울숲삼부아파트,37.55878,127.03797833333334
7996,도봉구보건소앞,37.65745833333334,127.03757166666668
8004,영동119안전센터,37.52262833333334,127.03804166666666
8007,동대문구청.용두역3번출구,37.57559333333334,127.03834
8010,신창교,37.63334,127.03855666666665
8011,역삼럭키아파트.역삼월드메르디앙아파트,37.491949999999996,127.03875833333335
8012,행당1동주민센터.성동소방서,37.55826833333333,127.03840666666669
8015,대한사회복지회,37.50113666666667,127.03881833333335
8018,아가방빌딩.하나은행,37.501639999999995,127.03877166666668
8025,도곡1동주민센터.역삼럭키아파트,37.491706666666666,127.03900166666666
8033,번동초등학교,37.628951666666666,127.03978333333335
8039,창동청구빌라,37.64603666666667,127.03957
8040,아크로힐스논현,37.509225,127.03975
8041,창동청구빌라,37.645895,127.03979166666667
8042,번동주공4단지,37.631454999999995,127.04005333333335
8045,아크로힐스논현,37.509161666666664,127.04068166666666
8046,강남구청역,37.516953333333326,127.03994833333333
8048,번동주공아파트3단지4단지,37.629378333333335,127.039935
8049,강남구청역,37.516769999999994,127.04016500000002
8050,창림초등학교후문,37.64340666666667,127.04033499999998
8052,방학사거리,37.66272,127.04061833333331
8058,총지사,37.49679833333333,127.04087833333332
8059,번동주공아파트3단지4단지,37.630109999999995,127.04113833333334
8060,창동주공1단지아파트,37.653670000000005,127.04088166666666
8065,창동주공1단지,37.65427833333333,127.04099666666667
8068,월곡역,37.60163,127.04145166666667
8070,청담동래미안아파트,37.517653333333335,127.04291166666665
8078,한양지구대,37.56021833333333,127.04202500000001
8081,방학사거리,37.66209,127.04211
8084,방학사거리.바로선병원,37.661215,127.042275
8088,삼성동서광아파트,37.51732333333334,127.042455
8090,세종대왕기념관,37.589798333333334,127.04240499999999
8091,한국토지주택공사앞,37.51319,127.04266166666666
8096,한국토지주택공사앞,37.51263666666667,127.04320833333334
8098,장위1동주민센터,37.613973333333334,127.04346333333334
8099,한양대정문,37.556421666666665,127.04310333333333
8102,청량리역6번출구,37.57808333333333,127.04380333333332
8105,한양대정문앞,37.55699666666667,127.04313833333332
8107,번동주공3단지,37.62902833333333,127.04350833333335
8108,대원여객,37.753238333333336,127.04354666666669
8115,뚝도아리수정수센터수도박물관,37.54140666666667,127.04399
8120,서울상록회관.한국기술센터,37.50323166666667,127.04405666666668
8122,성동교남단,37.55046333333333,127.04397499999999
8127,서울북부지방법원등기국,37.65110666666667,127.04452500000001
8129,도봉문화정보도서관,37.64408666666667,127.04435833333334
8132,한국자산신탁.센터필드,37.50278333333333,127.04424666666667
8134,서울북부지방법원등기국,37.651410000000006,127.044595
8135,번동주공3단지,37.62865166666666,127.044375
8136,성동교남단,37.549515,127.04445666666668
8138,서울숲역3번출구,37.54306333333333,127.04450166666666
8140,상월곡역,37.605488333333334,127.04644666666667
8143,성동구민종합체육센터,37.54649333333334,127.04453333333335
8144,다락원.서울도솔학교앞,37.695278333333334,127.04488833333335
8145,현대코아,37.581435000000006,127.04463666666668
8146,서울북부지방법원.검찰청.도봉역성황당,37.67706833333333,127.04466333333333
8148,한국과학기술연구원입구,37.60558666666667,127.04727333333334
8151,성동구민종합체육센터,37.54604833333334,127.04488166666667
8153,현대코아,37.58183333333333,127.04480833333334
8176,도봉한신아파트,37.68394333333333,127.04579333333335
8182,상원,37.55144,127.04605000000001
8185,도봉구청,37.66885833333333,127.04613666666667
8188,장위1동치안센터,37.61394333333333,127.04611166666668
8197,뚝섬역8번출구,37.54769666666667,127.04550666666667
8202,법조타운공영주차장,37.673315,127.04658166666668
8204,뚝섬역2번출구,37.547575,127.04684666666665
8208,청량리미주상가앞,37.581895,127.04767166666667
8210,한국과학기술원.홍릉초등학교,37.591544999999996,127.04696333333335
8211,상원,37.55174833333333,127.04666166666667
8217,회룡중학교,37.71655333333333,127.04713666666666
8220,신답역앞,37.57089666666666,127.04709166666667
8226,롯데.신도아파트,37.70248166666667,127.04745999999999
8228,회룡중학교,37.71669333333333,127.04735166666666
8231,번동주공1단지,37.627015,127.04722666666666
8233,역삼동개나리아파트,37.49937833333333,127.047595
8238,개나리골입구,37.457456666666666,127.04761500000001
8242,서울문화고등학교,37.662326666666665,127.04806666666667
8247,번동주공1단지,37.62556,127.04818666666667
8252,회룡역,37.72371833333333,127.04831833333334
8253,서울문화고등학교,37.662625000000006,127.04806833333332
8259,서울북부지방법원.검찰청.성우아파트,37.675806666666666,127.04778833333333
8262,개나리골입구,37.45728333333333,127.04802666666667
8264,선릉역,37.50596666666667,127.04823
8269,선릉역8번출구.선정릉,37.50620333333333,127.04833666666667
8277,창동쌍용아파트,37.66049666666667,127.04877833333333
8281,창동쌍용.성원아파트,37.66034833333333,127.04953166666668
8283,경동초등학교입구,37.54342,127.04918
8286,서울바이오허브,37.59160833333333,127.04927666666666
8288,창동역동측(노원방면),37.653635,127.05018333333334
8300,서울바이오허브,37.591388333333335,127.05013499999998
8302,SK테크노빌딩앞,37.545880000000004,127.05006
8303,월계2교,37.623825000000004,127.05013333333333
8308,서울성심병원,37.584395,127.05028166666668
8313,성수공고앞,37.539973333333336,127.05031333333334
8314,창동역동측,37.653483333333334,127.05058
8315,청담역7번출구,37.517603333333334,127.05069
8317,창동농협물류센터,37.65419166666666,127.05123166666665
8318,새원마을,37.45423666666667,127.05074333333332
8320,새원마을,37.45451666666667,127.05080333333332
8323,성수공고앞,37.540038333333335,127.05075833333333
8331,창동동아아파트,37.65135333333333,127.05144333333334
8332,월계주공1단지상가,37.62669166666667,127.05162333333334
8337,창동동아아파트,37.65193333333333,127.05146500000001
8339,본마을,37.453311666666664,127.05122166666666
8341,삼성중앙역.플래티넘아파트,37.51264833333333,127.05154166666668
8344,도성초교사거리,37.50082,127.05195666666665
8345,삼성중앙역.플래티넘아파트,37.51248666666667,127.05184833333333
8346,도성초교사거리,37.50088166666667,127.05161166666667
8349,본마을,37.45345333333333,127.05134333333332
8350,대우아파트,37.633943333333335,127.05233833333332
8351,창동주공19단지,37.649231666666665,127.05208833333333
8353,창4동주민센터,37.652728333333336,127.05200166666667
8357,창4동주민센터,37.65251333333333,127.05233166666667
8361,대우아파트,37.633093333333335,127.0522
8363,창동주공19단지,37.64905833333333,127.05233666666666
8364,서울숲지구대앞,37.53797333333333,127.05222166666665
8369,월계종합사회복지관,37.62748833333333,127.05259666666667
8372,서울숲지구대앞,37.537868333333336,127.05234166666666
8373,월계종합사회복지관,37.62748666666666,127.05276333333335
8376,창동주공18단지,37.647191666666664,127.05280833333333
8378,경희대입구,37.59158333333333,127.05271333333333
8380,경희대입구,37.591271666666664,127.05301166666668
8383,창동주공18단지,37.646926666666666,127.05303166666666
8384,동대문중학교,37.57416166666667,127.05319166666668
8385,두산아파트.도심공항수락터미널,37.678716666666666,127.05317666666666
8386,현대아파트경남아파트,37.482875,127.053115
8389,광운초교앞,37.619951666666665,127.05295833333334
8391,성원중성수동이마트앞,37.53915,127.05336000000001
8392,성원중성수동이마트앞,37.53936,127.05330000000001
8395,성수역1번출구,37.54542,127.05382999999999
8398,두산아파트.도심공항수락터미널,37.67850166666666,127.05331833333334
8402,월계주공2단지,37.62828833333333,127.05385333333334
8403,월계주공1단지,37.62828666666667,127.05410166666667
8407,노원고등학교,37.66143,127.05449166666668
8409,광운초교,37.620284999999996,127.05311166666667
8410,노원고등학교,37.66169,127.05446333333333
8416,중대부고앞,37.49253833333333,127.05452500000001
8420,휘경동입구,37.58766333333333,127.05520333333334
8423,유원하나아파트,37.59590166666667,126.95273666666665
8426,공덕오거리,37.54275166666666,126.95333166666666
8432,공덕오거리,37.54311833333334,126.95312166666666
8443,수촌마을,37.40251166666667,126.954725
8446,농협.홈플러스,37.369749999999996,126.95554666666666
8447,중앙동성당앞,37.48580166666667,126.95466333333334
8448,서안이노빌아파트.평촌어바인퍼스트,37.36949833333333,126.95567000000001
8453,수촌마을,37.402875,126.95547166666665
8454,중앙동성당앞,37.48592166666666,126.955195
8460,도화동현대아파트,37.54037833333334,126.95563166666668
8463,도화동현대아파트,37.54051166666667,126.95580333333334
8465,홍지문,37.59691,126.95626333333333
8471,홍지문.옥천암,37.59664833333333,126.95654
8475,굴레방다리.아현역,37.557165000000005,126.95749833333333
8478,숭실대정문앞,37.495149999999995,126.95705500000001
8484,숭실대정문앞,37.49533333333333,126.95725833333333
8488,도원삼성래미안아파트,37.53968166666667,126.957245
8490,도원삼성래미안아파트,37.5398,126.95739166666665
8495,용산전자상가.전자랜드,37.53277833333333,126.95832833333334
8500,유한양행,37.36361333333333,126.95964833333333
8501,세검정.상명대,37.600476666666665,126.95829166666665
8503,호계사거리,37.37097000000001,126.95977333333333
8507,호계사거리,37.3705,126.95920166666669
8510,한겨레신문사입구,37.545854999999996,126.95911333333333
8515,호계3동주민센터,37.36735833333333,126.95845833333333
8518,관양중학교,37.403555,126.96052833333333
8523,용문시장,37.53605666666667,126.96132666666666
8524,관양중학교,37.40390333333333,126.96130666666667
8530,중앙대학교,37.50816666666666,126.96132333333335
8534,금양초등학교,37.54129833333333,126.96200833333333
8538,용산전자상가10동,37.53328833333333,126.96200333333333
8541,효창동주민센터.금양초등학교,37.541671666666666,126.96219666666666
8545,효창공원후문,37.54679333333333,126.96257833333333
8546,포도원.현대.대림아파트.유한양행,37.36268666666667,126.961125
8552,숙명여대후문.이봉창활동터,37.54609166666667,126.96330666666667
8581,중촌마을,37.40441333333333,126.96549166666667
8582,덕고개사거리,37.37245666666667,126.96368833333332
8583,중촌마을,37.40464333333333,126.96554666666667
8585,덕고개사거리,37.372998333333335,126.96570166666667
8587,평창파출소,37.605360000000005,126.966035
8589,손기정체육공원입구,37.55441833333334,126.96625833333334
8596,서울예술고등학교.평창동주민센터,37.605763333333336,126.96756666666667
8598,서울미술고.인헌중고,37.47651833333334,126.96549000000002
8599,신용산역3번출구,37.528888333333335,126.96735166666667
8606,숙명여대도서관앞,37.54486833333333,126.96722166666665
8607,가구단지입구,37.36074166666666,126.96351666666666
8609,샘마을.대안중학교,37.37420833333333,126.96733333333334
8625,중림동교차로,37.55836,126.96918
8626,서계동,37.551590000000004,126.96921499999999
8630,서계동,37.55253666666667,126.96928000000001
8635,평창동주민센터,37.606645,126.96963166666667
8636,부림마을,37.40482166666666,126.96929999999999
8637,부림마을,37.404671666666665,126.96978666666668
8639,예능교회,37.60651666666667,126.97000000000001
8642,청파동,37.548991666666666,126.97012166666667
8645,숙대입구역.청파동주민센터,37.54548666666667,126.97041666666668
8654,숙대입구역.청파동주민센터,37.545375,126.970695
8655,숙대입구역,37.54447833333334,126.97079833333333
8656,남영역,37.542265,126.970915
8680,민백마을,37.38706666666667,126.97244833333335
8692,민백마을,37.38744666666666,126.97290166666669
8694,남영우체국,37.545370000000005,126.97348166666667
8697,남영우체국,37.545165,126.97317
8709,인덕원역4호선.인덕원성당,37.403463333333335,126.97399333333333
8722,서소문,37.56319166666666,126.97465166666667
8729,광화문,37.570365,126.97583666666667
8732,인덕원역8번출구,37.40311666666666,126.97562
8733,롯데아파트,37.61039,126.97631666666666
8735,후암삼거리,37.55340833333333,126.97599333333334
8745,후암3거리,37.552411666666664,126.97661000000001
8752,전쟁기념관,37.53465166666667,126.97538166666666
8756,후암시장,37.55064,126.977095
8758,인덕원역3번출구,37.40022,126.97716833333334
8767,후암시장,37.54974833333333,126.97755000000001
8773,용산중고,37.546659999999996,126.97818166666666
8780,용산중고,37.546755,126.978365
8785,백범광장,37.55573666666667,126.98009333333333
8790,과천푸르지오라비엔오,37.41320833333334,126.98208166666667
8794,남산도서관.용산도서관,37.55209166666667,126.98112
8796,을지로입구.시청입구,37.566181666666665,126.98119833333334
8798,사당역4번출구,37.47541666666667,126.98137166666666
8801,남산도서관.용산도서관,37.552281666666666,126.980835
8818,안국동,37.57463666666667,126.98269666666666
8824,이수교,37.496689999999994,126.98333333333333
8825,찬우물,37.415510000000005,126.98411
8828,후암약수터,37.54840333333333,126.98417666666667
8829,찬우물,37.41514666666667,126.98420333333334
8830,후암약수터,37.54869,126.98432
8833,보성여중고입구,37.546301666666665,126.98563333333335
8836,녹사평역,37.53482333333333,126.98537499999999
8838,녹사평역,37.53507333333334,126.985125
8839,을지로입구.로얄호텔,37.565963333333336,126.98534333333333
8842,보성여중고입구,37.546438333333334,126.98589833333332
8845,대항병원.연세사랑병원,37.47541666666667,126.98676500000002
8851,대항병원.연세사랑병원,37.475715,126.98711333333334
8856,국가인권위.안중근활동터,37.564341666666664,126.98779166666667
8863,종로교회앞,37.47817166666667,126.988765
8864,을지로2가.파인에빈뉴,37.566071666666666,126.98867
8872,종로교회,37.478653333333334,126.989035
8874,용산구청.이태원시장,37.53411333333334,126.99000666666667
8877,정부과천청사역3번출구,37.42654166666667,126.98992333333332
8878,서빙고역교차로,37.52042666666667,126.9899
8879,정부과천청사역2번출구,37.42637166666667,126.99019666666666
8881,을지로3가,37.566375,126.99026333333335
8882,방배동래미안타워.동덕여중고,37.474396666666664,126.99067333333332
8884,용산구청.이태원시장,37.534375,126.99046000000001
8890,을지로3가,37.566156666666664,126.99127666666666
8901,남산체육관,37.542545000000004,126.99290166666667
8902,이태원역1번출구.해밀턴호텔,37.534551666666665,126.99304333333333
8903,남산체육관,37.54276333333333,126.99276166666665
8907,이태원역4번출구.해밀턴호텔,37.534355,126.99343166666668
8908,대우효령아파트,37.48025,126.99336166666666
8909,방배동대우효령아파트앞,37.48016666666667,126.99409333333332
8912,국민대앞,37.610795,126.99397333333333
8913,내방역,37.48673833333333,126.99408666666668
8914,이태원역.보광동입구,37.5334,126.99421333333333
8916,이태원역.보광동입구,37.53382,126.99422166666666
8918,관문체육공원.과천성당,37.43874666666667,126.994355
8922,관문체육공원.과천성당,37.438824999999994,126.99461666666666
8923,성뒤마을.교육연수원,37.47380666666666,126.99465166666666
8935,을지로4가,37.56668666666667,126.99593333333333
8937,하얏트호텔,37.54175333333333,126.99612833333335
8942,지하철2호선방배역,37.48135166666667,126.99671166666667
8946,성뒤마을.교육연수원,37.473395,126.99714666666665
8949,한내마을.환경사업소,37.44918166666666,126.99892333333334
8951,동빙고동,37.521265,126.99703833333334
8952,원남동,37.57452333333333,126.99742666666667
8953,이태원119안전센터,37.53479,126.99638666666667
8955,이태원119안전센터,37.534605000000006,126.99718166666668
8964,기업은행보광동지점,37.528205,126.99889499999999
8965,기업은행보광동지점,37.52800833333333,126.99930333333332
8966,방산시장.을지로4가역6번출구,37.566853333333334,126.99927833333335
8967,정릉북한산국립공원입구,37.61783833333333,126.99933166666666
8970,청덕초등학교,37.60878666666667,126.99911166666668
8971,청덕초교,37.60863,127.00006
8972,한남동주민센터,37.53704666666667,127.00046833333333
8974,선바위역2번출구,37.45225166666667,127.001165
8977,선바위역1번출구,37.45136333333333,127.00077166666667
8978,한남동주민센터,37.537013333333334,127.00080666666666
8982,경남임광아파트,37.4772,127.00063166666665
8984,을지로5가.중부시장,37.56666833333334,127.00115
8985,방배그랑자이아파트,37.47487,127.00086333333333
8986,보광동신동아아파트,37.52570333333333,127.00146500000001
8987,방배동신동아아파트,37.482353333333336,127.00176000000002
8988,방배그랑자이아파트,37.474810000000005,127.00163166666668
8989,한강진역.블루스퀘어,37.540805,127.00169499999998
8992,신동아아파트앞,37.48205666666667,127.00189333333334
8993,보광신동아아파트삼성리버빌아파트,37.52482833333333,127.001995
8994,한강진역.블루스퀘어,37.54093,127.00202333333333
8999,남산예술원,37.54443666666667,127.00204000000001
9008,정릉산장아파트,37.61671166666667,127.00334333333333
9013,고속터미널호남선,37.50539166666667,127.003005
9024,서울고등학교,37.48297,127.00500166666667
9027,서울고등학교,37.48282833333334,127.00550666666668
9037,정릉4동주민센터.경국사,37.613528333333335,127.006345
9038,을지로6가.국립중앙의료원,37.56617333333334,127.00623333333333
9040,서울중앙지방검찰청대검찰청,37.49438333333333,127.00611500000001
9044,정릉4동주민센터.경국사,37.613335,127.00668166666668
9049,한남역.용산노인종합복지관,37.53066833333333,127.00773333333333
9052,뉴코아아울렛,37.50920166666666,127.00779833333333
9055,서초동삼성아파트,37.48854166666667,127.00899166666667
9056,신반포자이아파트,37.509503333333335,127.00802333333334
9057,동대문,37.57214333333333,127.00802666666665
9061,성북청수도서관.정릉4동성당,37.61157,127.00843000000002
9065,서초중학교,37.48366166666666,127.00853666666666
9066,정릉동풍림상가앞,37.61676333333333,127.00818833333332
9068,서초중학교,37.48346333333333,127.00877333333334
9073,성북청수도서관.정릉4동성당,37.61087666666666,127.009045
9075,안골,37.45594166666667,127.009345
9076,안골,37.45583333333333,127.00976833333334
9081,동대문,37.57039666666667,127.00975833333332
9088,정릉2동주민센터,37.60497833333333,127.0112
9093,옥정중학교입구,37.54086666666667,127.01101666666666
9100,동대문역.흥인지문,37.57210166666667,127.01245333333333
9104,정릉우체국앞,37.60508333333333,127.01147666666665
9110,서초3동주민센터,37.48320666666667,127.01159166666666
9115,서초3동주민센터,37.48325166666667,127.01203333333333
9121,우이동도선사입구,37.66278833333333,127.01295666666668
9130,식유촌우면성당.서초호반써밋,37.45730666666667,127.01425666666667
9135,서초동예술의전당,37.48173666666666,127.01286166666665
9138,서울교대사거리,37.48783666666667,127.01313999999999
9144,식유촌우면성당.서초호반써밋,37.457514999999994,127.012715
9153,청계7가.맑은내다리,37.57004,127.01309333333332
9155,서울교대사거리,37.48808666666666,127.01331
9165,4.19민주묘지역,37.64910166666667,127.01374333333334
