하차정류장ID,하차정류장명,위도_y,경도_y,승객수
71580,가양3동주민센터,37.561416666666666,126.86081666666664,1
71582,가양2동강변아파트,37.56414,126.85561666666666,2
71584,탑산초등학교.허준박물관,37.56675833333334,126.85177,4
71585,가양동천주교영등포공업고등학교,37.56857166666667,126.84964,15
71614,길음뉴타운,37.60311166666667,127.02344333333332,3
71620,북서울꿈의숲,37.62034333333334,127.04533,2
71706,푸른마을10단지,37.71489999999999,126.9013,1
71708,국군고양병원,37.719341666666665,126.899175,1
71713,용미4리제2묘지입구,37.735445,126.88414166666668,1
71717,옥계동,37.74455,126.87364333333336,1
71718,용미2리,37.74688333333334,126.87053166666668,1
71723,분수리분수리공단입구,37.76252,126.858895,1
71791,마곡엠밸리15단지아파트,37.55746,126.82676333333332,22
71799,가양7단지상가,37.56070833333333,126.86171333333331,8
71801,강서구청별관,37.56116166666666,126.85980666666669,15
71808,발산역9번출구,37.55892166666667,126.83651166666664,493
71820,한국공항공사,37.56243333333334,126.79887166666668,1
71822,김포공항국내선,37.558391666666665,126.80465,210
71839,총지사,37.49632166666667,127.04045333333332,1
71840,예림당아트홀.신한은행전산센터,37.498223333333335,127.04429333333334,10
71843,서울의료원강남분원,37.51256833333333,127.06560333333331,3
71863,화정박물관,37.604508333333335,126.96476166666667,4
71865,숭례문,37.55848666666667,126.97401999999998,7
71877,디지털산업1단지,37.483965,126.89476333333332,2
71881,대주아파트,37.62138,127.07193,1
71885,노원문화원,37.62868,127.06986,1
71957,관악사삼거리,37.46078666666666,126.956725,2
71959,수의대입구.보건대학원앞,37.46611833333333,126.95463166666666,1
71961,봉현초등학교,37.490696666666665,126.95548833333332,2
71978,농생대,37.45716333333333,126.94917,20
71985,신림사거리,37.48265666666667,126.92969,43
71999,신림사거리,37.481903333333335,126.93006833333332,1
72027,돈암사거리.성신여대입구,37.59325166666667,127.01768333333332,2
72034,고려대사범대학부속고등학교,37.607888333333335,127.00237833333334,3
72039,신촌기차역,37.55877666666667,126.94245,1
72049,조계사.종로경찰서,37.57251833333333,126.98286166666666,22
72059,장위1동주민센터,37.613908333333335,127.042745,1
72061,청소년문화누림센터,37.61359166666667,127.048435,1
72062,장곡초교,37.61610833333334,127.04871333333334,1
72063,장곡초교사거리,37.617145,127.05000666666668,2
72064,꿈의숲아이파크아파트,37.618015,127.05138333333336,1
72074,구일우성아파트,37.48883166666667,126.876255,99
72075,봉천사거리,37.48036833333333,126.95458666666669,17
72076,낙성대동,37.47927833333333,126.95739166666664,20
72077,낙성대입구,37.47790666666666,126.96085833333332,20
72078,인헌중고.서울미술고,37.475655,126.96662333333332,11
72079,예술인마을.사당초등학교,37.47593666666667,126.973885,34
72080,남서울농협남현동지점,37.47642833333334,126.97736333333332,20
72081,사당역,37.47900333333334,126.98209,9
72091,KCC사옥,37.503035,127.02028166666666,2
72092,서초푸르지오써밋,37.50203666666666,127.02173666666668,1
72095,서초청소년도서관,37.492621666666665,127.02888166666668,6
72098,제일약품사옥,37.50338666666666,127.02025,3
72109,사당1동관악시장앞,37.47683333333334,126.97782666666666,3
72110,예술인마을,37.47611666666667,126.97287833333333,2
72113,행운동주민센터,37.47990666666667,126.95683333333334,1
72126,신봉초등학교입구,37.48419,126.94682333333334,10
72140,배봉초등학교.전농우성아파트,37.57872666666666,127.06733666666666,1
72149,동대문구청.용두역,37.57283333333333,127.04015,1
72150,마장축산물시장,37.57020666666666,127.03747166666666,1
72162,신당파인힐하나유보라,37.56498166666667,127.02485833333334,2
72163,상왕십리역,37.56433833333333,127.029075,1
72167,마장축산물시장,37.57093666666666,127.03801833333334,3
72170,답십리1동주민센터.래미안위브,37.5721,127.05114166666664,1
72173,전농사거리,37.577635,127.05926166666669,1
72174,전동초등학교.전농동SK아파트,37.57783666666667,127.06097166666665,1
72209,퇴계로3가.한옥마을.한국의집,37.56090166666667,126.99241,3
72251,남대문시장,37.56125333333333,126.98002833333334,1
72252,충무로역2번출구.대한극장앞,37.561238333333336,126.99472833333331,2
72253,퇴계로5가,37.56243,126.99998166666668,1
72259,방송통신대.이화장,37.57804333333333,127.00243666666664,3
72260,혜화역.마로니에공원,37.581175,127.00228333333334,3
72261,혜화역.동성중고(장면총리가옥),37.58452333333333,127.001755,3
72263,길음동동부아파트,37.608021666666666,127.023455,2
72266,삼양동사거리,37.61858,127.02143499999998,1
72270,빨래골입구.서울수유초등학교,37.63000666666667,127.01798166666669,2
72271,수유보건지소,37.633273333333335,127.01768833333333,1
72309,신세계백화점,37.561128333333336,126.98143166666664,2
72314,용산푸르지오써밋,37.52757333333333,126.96475833333334,2
72315,용산역사박물관.용산철도고등학교,37.52560666666667,126.96603833333332,2
72316,용산세무서,37.523735,126.96924333333332,3
72317,이촌역,37.52236333333334,126.97402833333332,1
72329,정부과천청사역11번출구.KT과천지사,37.428675,126.991805,4
72335,농수산물시장.포일단지입구,37.38318666666667,126.97213833333332,1
72336,안양남초등학교,37.37875333333333,126.97007833333332,3
72350,한국폴리텍1대학,37.53053166666667,126.99657166666664,3
72361,응봉동주민센터,37.553736666666666,127.03339333333334,9
72362,응봉동현대아파트,37.550221666666665,127.0309,1
72375,서빙고동,37.5199,126.99347333333333,11
72376,동빙고동,37.52081666666666,126.99669166666666,5
72378,한남동,37.53376333333333,127.00870833333332,2
72379,한남시범아파트,37.537815,127.01265666666669,11
72395,퇴계로5가,37.56270666666667,126.99977666666668,1
72401,한국폴리텍1대학,37.530195000000006,126.99679166666668,6
72403,보광동주민센터,37.52648,127.00052,1
72406,옥정중학교입구,37.54093666666667,127.01124166666663,1
72410,남대문시장앞.이회영활동터,37.561025,126.97863,25
72434,종암사거리입구,37.601351666666666,127.03311666666666,1
72448,청계3가.관수교,37.56874833333333,126.99384666666668,1
72456,신덕성결교회,37.54589333333333,126.95616166666666,1
72469,목동파라곤,37.530168333333336,126.87551,24
72473,목동이대병원.목동6단지앞,37.53684666666666,126.88442833333332,484
72474,목동YMCA.서울에너지공사,37.539031666666666,126.88285833333332,11
72476,목원초등학교.서울지방식품의약품안전청,37.542595,126.881105,12
72484,서울대동창회관,37.54229833333333,126.95074333333332,3
72485,공덕시장,37.54435,126.95414833333334,2
72486,신덕성결교회,37.545928333333336,126.95660333333332,3
72487,한겨레신문사,37.54799666666667,126.958985,9
72488,만리동고개,37.55167,126.962825,20
72489,손기정체육공원,37.554296666666666,126.96641666666667,3
72495,청계5가.방산시장,37.569215,127.00082666666668,1
72500,대광고등학교앞,37.57983333333333,127.02555,1
72503,고려대학교앞,37.58813833333333,127.03468,2
72504,숭례초등학교,37.59435666666666,127.03618,7
72513,새석관시장,37.60864333333333,127.05309666666666,1
72527,한티역7번출구,37.49601,127.05148,2
72528,역삼중학교.강남세브란스병원,37.49475,127.04764500000002,1
72535,떡전교앞,37.58470833333333,127.05264333333336,3
72536,서울시립대학교앞,37.58267833333333,127.05396833333334,1
72539,서울시동부교육지원청.해성국제컨벤션고교,37.57918333333334,127.056865,2
72540,서울시립대입구,37.58300166666667,127.05409166666668,19
72546,뱅뱅사거리뱅뱅프라자,37.489808333333336,127.03286166666666,10
72548,도곡1차아이파크.도곡중학교,37.49273166666667,127.04238333333332,4
72551,한티역6번출구,37.49572166666667,127.05194000000002,4
72573,성가복지병원,37.60589333333333,127.03118,1
72578,수협서초지점,37.493516666666665,127.029385,4
72579,서초청소년도서관,37.49275166666666,127.02864333333332,1
72584,지하철2호선교대역2,37.49402166666666,127.01538,1
72585,서초동유원아파트,37.49557333333333,127.02026333333332,1
72596,4.19민주묘지역,37.64911333333334,127.01401833333333,1
72609,동대문역사문화공원,37.56545333333334,127.00912333333332,1
72618,낙성대입구,37.47832166666667,126.958055,2
72619,벽산아파트5단지,37.44676833333333,126.91895333333332,2
72652,우리은행화양동지점,37.548118333333335,127.06612833333332,2
72719,흥국사,37.65672833333333,126.94199166666668,1
72720,북한산성입구,37.65809166666666,126.94537166666666,12
72723,효자2통,37.674655,126.95609166666668,1
72727,지축예비군훈련장,37.68886666666666,126.96273166666668,1
72728,솔고개.교현예비군훈련장,37.69336666666666,126.96609833333332,2
72734,플러스마트앞,37.71898166666666,126.97500833333334,2
72736,부곡2리.청담에비뉴,37.723905,126.976645,1
72743,입곡삼거리,37.65169166666667,126.93737833333334,1
72782,신림동별빛거리입구,37.48584666666667,126.92963333333334,16
72798,여의도환승센터,37.526055,126.92420833333333,19
72799,여의도환승센터,37.52551666666667,126.92424333333332,153
72814,서울교통공사,37.47627,126.98637666666669,3
72817,방배역.백석예술대학교,37.48103833333333,126.99676333333332,3
72851,대치동현대아파트,37.50177166666666,127.059145,7
72854,KT강남지사,37.50468333333333,127.04203666666666,1
72859,도산공원,37.522725,127.03357,1
72870,펜트힐루논현.임피리얼팰리스호텔,37.513670000000005,127.03513333333332,7
72871,논현아이파크,37.51114333333333,127.03592,1
72872,시티프라디움더강남.라움아트센터,37.50786166666667,127.03893,1
72873,KT강남지사,37.504755,127.04149666666666,10
72874,역삼동성당.역삼자이아파트,37.4998,127.04384166666664,5
72915,충신동,37.57448,127.00630666666666,2
72931,강남구청.강남세무서,37.51824833333333,127.04765833333336,6
72943,한양여대앞,37.55951,127.0503,4
72959,성동제일새마을금고,37.56081,127.0471,1
72964,도원교통차고지(가상),37.60774166666667,127.00071,1
72991,신용산지하차도,37.53259,126.96388166666664,13
72994,서부이촌동입구,37.52386333333333,126.95949666666664,2
72995,이촌2동대림아파트.새남터성지,37.52624333333333,126.95632,1
72996,이촌2동주민센터,37.52781,126.95506500000002,1
73031,동아.위더스빌아파트,37.56668833333333,127.06218666666668,2
73035,전곡시장앞,37.57733,127.06814333333332,3
73036,장안동현대아파트앞,37.57978833333333,127.06851833333332,1
73064,국민은행방학지점,37.662595,127.03411333333334,1
73066,방학3동신동아프라자,37.66131166666666,127.027535,1
73076,강북노인종합복지관,37.634445,127.01893833333334,1
73083,강북구청,37.640615,127.02621333333332,1
73104,도봉산입구,37.687221666666666,127.04069333333334,2
73121,화계사입구.한신대학교대학원,37.633975,127.01395666666669,1
73144,방학동우성.청구아파트,37.65765666666667,127.0251,1
73156,영동중앙교회,37.49819,127.03794,1
73159,양재노인종합복지관,37.4832,127.04214666666668,3
73160,동원산업앞,37.47662,127.045415,18
73161,구룡사,37.474021666666665,127.04813166666666,5
73196,우리은행장안지점앞,37.56572666666667,127.06767999999998,5
73198,(구)경남호텔앞,37.569605,127.07018333333332,1
73199,장안동삼성쉐르빌아파트,37.5714,127.071355,4
73200,새서울병원,37.57315833333334,127.07199833333334,6
73201,NH농협장안평지점,37.57507333333333,127.07212166666667,3
73202,장안동근린공원,37.57831166666666,127.07238166666666,1
73279,과천지식정보타운,37.41350666666666,126.98171833333332,2
73637,대덕동주민센터,37.585411666666666,126.87673,1
73639,대덕동주민센터,37.5854,126.876405,1
73642,서울항공비즈니스고등학교,37.56901666666667,126.81638,1
73645,송정역,37.56173,126.80894666666669,7
73648,방화주유소,37.56621833333334,126.81257833333332,15
73649,방신전통시장,37.56995833333334,126.81286166666663,20
73654,당산유원제일1차아파트,37.528725,126.89764166666669,5
73659,당산삼성아파트,37.52883166666666,126.89813333333336,9
73660,당산역,37.532825,126.9013,16
73665,공항시장역.공항성산교회,37.564645000000006,126.81133166666665,1
73667,송정역,37.56117833333334,126.81072,16
73669,서울항공비즈니스고등학교,37.56944333333333,126.81682833333336,185
73677,용산구청,37.529405,126.99116,3
73679,서울지방조달청.서울성모병원,37.49926,127.00393333333336,1
73683,서초동진흥아파트,37.49663833333333,127.02276166666668,3
73685,지하철2호선교대역4번출구,37.49449166666667,127.01584666666668,1
73688,서울중앙지방검찰청,37.49476833333333,127.00654333333333,3
73689,서울지방조달청.서울성모병원,37.50067666666666,127.00409166666668,6
73734,쌍굴입구,37.592005,126.875515,6
73736,현천동마트,37.593001666666666,126.86820000000002,3
73738,양지말,37.59538833333333,126.86522833333332,1
73741,현천동난점,37.59207,126.86176166666668,2
73749,항공대학교,37.59981333333334,126.866205,2
73776,영동시장.논현역1번출구,37.51132666666667,127.02248833333331,5
73808,삼정호텔앞,37.50633333333334,127.03111833333332,4
73812,선정릉역.무형문화재전수회관,37.50931333333333,127.04415166666668,1
73844,인덕원사거리.인덕원역,37.40076666666666,126.97633666666668,1
73848,용산푸르지오써밋,37.52723666666667,126.96457333333336,4
73849,용산역광장앞,37.52833333333333,126.96561666666666,2
73885,교수단지,37.599665,127.00928333333334,4
73923,부천세무서,37.50756166666667,126.775205,1
73924,손가면옥,37.511165,126.77524,1
73936,강서구청소년상담복지센터,37.54019166666667,126.83556,1731
73938,화곡본동시장,37.54331333333334,126.84318833333332,1019
73939,한국폴리텍1.서울강서대학교,37.546081666666666,126.845255,767
73949,우장초등학교,37.55042,126.84821666666669,3
73950,한국폴리텍1.서울강서대학교,37.54586333333334,126.84474,10
73952,화곡역7번출구(B),37.54087166666667,126.83700500000002,116
73953,화곡푸르지오,37.54017,126.83445166666668,35
73957,오정동경인OBS방송국,37.52965666666667,126.78618666666668,97
73958,부천우편집중국.부천실업고,37.52705,126.782725,61
73960,내촌사거리,37.52058,126.78447,35
73961,도당사거리,37.51797666666666,126.78295333333332,21
73962,하나은행부천도당금융센터,37.51677,126.77966999999998,18
73963,약대초등학교입구,37.51341166666667,126.77499000000002,28
73964,손가면옥,37.511808333333335,126.77488833333334,8
73965,부천세무서,37.50748166666666,126.77482333333334,24
73966,신중동역5번출구.중흥중학교,37.50519166666666,126.77543333333332,58
73967,신중동역4번출구.롯데백화점.홈플러스중동지점,37.50380166666666,126.77265833333334,29
73968,부천시청.센트럴파크푸르지오,37.502225,126.76873833333332,29
73969,중앙공원.미리내마을,37.49992333333333,126.76825666666667,13
73970,그린타운상가.무지개마을,37.497005,126.76765,11
73971,복사골마을,37.49433333333333,126.767085,7
73972,팰리스카운티.장말문예사거리,37.49263666666666,126.76636666666668,11
73973,상동시장,37.49292666666667,126.76435833333336,7
73974,상지초등학교,37.493325,126.761595,3
73977,반달마을.법원.검찰청,37.49289666666667,126.75459833333336,6
73978,송내역.반달공영주차장,37.48874166666667,126.75171833333334,11
73983,청담동주민센터,37.524615,127.04933166666666,11
74008,잠원성당,37.51342666666667,127.00688999999998,7
74009,잠원한신아파트,37.516535,127.01010833333332,2
74029,63빌딩.가톨릭대학교여의도성모병원,37.51919333333333,126.93763666666668,17
74031,여의나루역,37.52743833333333,126.93199666666666,2
74188,은평연세병원,37.61474,126.91773833333332,1
74195,DMC래미안e.편한세상2.4단지,37.57672166666667,126.91106333333332,1
74203,신화병원,37.52483666666667,126.90553666666668,6
74211,서부경찰서후문,37.601945,126.92258833333332,1
74432,연희교차로,37.5657,126.93016333333335,7
74433,연희3거리,37.567905,126.93190166666666,4
74435,서대문자연사박물관입구,37.57517666666667,126.93540666666668,6
74436,서대문구청.보건소.구의회,37.578298333333336,126.93604166666668,2
74449,연신초등학교,37.62589833333333,126.92919,1
74596,서울여자간호대학교.홍은초등학교,37.59567666666667,126.948715,13
74612,서울여자간호대학교.홍은초등학교,37.59614,126.94925,8
74616,벽산평창힐스아파트,37.60819,126.97279666666668,1
74617,롯데아파트,37.61024833333333,126.97665166666664,5
74619,도봉세무서.성북시장,37.61883666666667,127.02921999999998,2
74620,미아역.신일중고,37.624296666666666,127.02704166666666,2
74676,답십리2동두산아파트,37.572755,127.05851166666667,4
74686,하나은행여의도지점,37.52132833333334,126.93114666666666,5
74745,도봉소방서.방학역남부,37.66619,127.04281333333331,1
74747,수유3동우체국,37.64089166666667,127.02883,3
74749,쌍문역,37.64814666666667,127.034505,3
74750,도봉구민회관.도봉문화원(중),37.65396833333333,127.03797666666668,2
74751,도봉보건소.북한산아이파크아파트,37.658205,127.04051666666668,1
74752,도봉소방서.방학역남부,37.66569166666667,127.04314166666668,1
74813,창동서울탁주앞,37.63770833333333,127.03738333333334,1
74889,정릉대우아파트,37.616708333333335,127.00386,5
74890,대진여객차고지,37.61768833333333,127.00079666666667,2
74913,보라매역.동작세무서,37.49897333333333,126.92028333333334,11
74914,보라매공원,37.49706166666667,126.91638333333334,13
74915,경남아너스빌아파트,37.49563666666666,126.91158333333333,4
74917,문성초등학교,37.47403333333333,126.89833,25
74918,금천우체국.독산1동주민센터,37.470191666666665,126.89778666666668,72
74919,말미고개.금천소방서,37.46483166666667,126.89749666666668,11
74920,금천구청.금천경찰서,37.45784166666667,126.8993,11
74922,박미삼거리.국립전통예술중고,37.44906666666667,126.90266333333332,9
74923,시흥유통센터,37.44095833333333,126.90336833333336,11
74931,금천우체국,37.46897833333333,126.89802833333331,2
74934,신대방현대아파트,37.49528166666666,126.91147833333336,7
74935,보라매공원,37.49689833333333,126.91622166666666,3
74939,KT동작지사,37.51309666666667,126.93564,7
74947,영등포역,37.51656666666667,126.90706,3
74968,영등포역,37.51706,126.909045,133
74984,방화동도시개발11단지,37.57085166666666,126.80420166666666,27
74991,시범아파트.대교아파트,37.521031666666666,126.93442833333332,1
74992,KBS,37.52465333333334,126.91811166666666,1
74993,유진투자증권,37.525531666666666,126.92698833333334,66
74994,시범아파트,37.521075,126.93515333333336,32
74999,서대문종합사회복지관,37.570971666666665,126.920135,2
75000,연가교,37.572586666666666,126.92219500000002,4
75001,남가좌현대아파트,37.575025,126.92180666666668,4
75002,명지대사거리,37.57737833333333,126.92098166666668,4
75003,명지대사거리.우리은행,37.57743166666667,126.92258333333332,2
75026,월계공단,37.62705,127.051915,1
75052,신화초교입구,37.63343333333333,127.04001666666666,1
75057,초안아파트.흥화브라운빌아파트,37.63229166666667,127.04406,1
75076,이수역10번출구,37.48489666666667,126.98024166666669,3
75077,남성초등학교,37.484275,126.97851166666666,1
75078,남성역골목시장,37.483805,126.97301333333334,1
75079,남성역,37.48495666666667,126.97072166666666,1
75080,사당중학교,37.486621666666665,126.96820333333332,12
75081,총신대,37.48877333333333,126.96614166666669,7
75086,숭실대별관앞,37.49471666666667,126.96031833333332,13
75087,사당5치안센터,37.489045,126.96572166666668,4
75088,총신대,37.48786333333333,126.96647666666668,3
75090,남성역,37.484588333333335,126.97109333333334,2
75091,남성역골목시장,37.48367666666666,126.97278166666668,4
75114,참잘함한방병원,37.54093,127.14004333333332,1
75127,행당신동아.행당푸르지오아파트,37.556180000000005,127.03402333333334,1
75128,뚝섬서울숲,37.54567166666666,127.03639666666668,6
75132,도로교통공단서울지부.코트라,37.466295,127.044345,1
75137,뚝섬서울숲,37.544581666666666,127.03658333333333,1
75141,국민은행압구정종합금융센터,37.52308833333333,127.02804333333331,5
75142,삼호아파트,37.49663333333333,126.98780666666669,3
75143,가야메디컬센터,37.49328833333333,126.98992666666666,7
75144,서문여고입구,37.49023833333333,126.98715333333332,8
75153,국민은행압구정종합금융센터,37.52327,127.02851,2
75160,용답휴식공원,37.56953666666666,127.04786,1
75161,마장동주민센터,37.567371666666666,127.044555,1
75186,월계삼거리,37.62261333333333,127.05962,1
75196,왕십리교회,37.56663,127.02367833333334,1
75199,청계벽산아파트.텐즈힐아파트,37.56886333333333,127.03037666666664,1
75200,동아제약앞,37.572695,127.03072333333331,1
75204,월곡동두산아파트,37.60680166666667,127.03670333333334,1
75205,월곡삼성래미안아파트,37.60939833333334,127.03593666666666,2
75233,성북초교.성북선잠박물관,37.59304833333333,126.99784666666667,2
75234,성북구립미술관.쌍다리앞,37.59383166666667,126.99591833333334,2
75286,북한산대창센시티아파트,37.62489,126.92877,3
75301,방배그랑자이아파트,37.47725333333334,127.00028333333331,2
75302,방배동래미안아트힐.국립국악원,37.477275,127.006845,8
75304,남부터미널.기쁨병원,37.48174333333333,127.01754333333336,1
75305,서울시인재개발원.한우리문화센터,37.48265166666667,127.02174166666668,1
75307,문래동종점,37.51567666666666,126.88640166666669,10
75314,현대아파트후문,37.52192,126.878225,1
75315,현대아파트정문,37.51978999999999,126.87741,9
75316,삼성아파트후문,37.51813166666667,126.87715666666666,14
75317,삼성아파트정문,37.51633833333334,126.87693833333331,6
75318,목동14단지C상가앞,37.514046666666665,126.87417666666668,2
75325,강서초등학교,37.522025,126.841675,253
75332,화원중학교,37.537976666666665,126.84043333333332,31
75336,양서중학교,37.53154833333333,126.830955,505
75340,강서초등학교,37.52187833333333,126.84193166666668,1054
75346,신목초등학교입구,37.517335,126.87084166666666,79
75347,목동14단지관리사무소앞,37.515141666666665,126.87221333333332,69
75348,목일중학교,37.51402,126.87392833333334,76
75349,현대아파트정문,37.520855,126.87821333333336,20
75353,문래역,37.51671,126.89424333333334,212
75354,국화아파트,37.51565,126.89237,5
75355,동양볼링장,37.51683166666667,126.888465,4
75356,문래동시점,37.51554833333333,126.88670833333332,1
75357,신월동남부주유소,37.51939166666667,126.83858333333336,197
75383,노원롯데캐슬시그니처아파트,37.66486166666667,127.07712,3
75384,동아불암아파트,37.66705,127.07870166666667,1
75399,묵1동주민센터입구.먹골역,37.61188166666667,127.07790500000002,1
75421,신당동떡볶이타운.중구여성플라자,37.56279833333333,127.015095,1
75424,강남을지병원,37.51822166666667,127.02862833333332,1
75434,학동역,37.515076666666666,127.03040833333334,1
75435,강남을지병원,37.51846666666667,127.02877833333332,1
75441,회기시장,37.59080666666667,127.05658833333334,1
75443,외대앞,37.59549333333334,127.05973333333334,1
75465,혜화역.서울연극센터(장면총리가옥),37.584028333333336,127.00138333333334,4
75466,방송통신대.이화장,37.57778833333334,127.00197666666666,1
75480,북한연구소앞,37.56354666666667,127.066185,1
75484,장안현대홈타운상가,37.57130833333333,127.07437833333331,2
75486,장안사거리,37.572585,127.07033833333335,6
75492,용두역,37.57397666666667,127.03726833333332,1
75495,동답한신.대림아파트동대문체육관,37.57266333333334,127.06376833333334,1
75496,동대문구.성동구선거관리위원회,37.57248666666667,127.06820333333332,5
75584,왕십리자이.신당현대아파트,37.56115166666667,127.02410166666664,2
75648,응암초등학교,37.58747666666667,126.92030666666666,2
75652,홍연2교두산아파트앞,37.578406666666666,126.93083666666668,1
75658,시립서북병원세현교회앞,37.606255,126.910675,2
75690,강신중학교,37.51586333333333,126.83980833333332,974
75736,올림픽회관,37.520833333333336,127.11509166666669,1
75752,신논현역3번출구.교보타워사거리,37.505653333333335,127.024185,1
75753,영동시장.논현역3번출구,37.50937666666667,127.02245833333332,2
75811,여의도순복음교회,37.52999833333333,126.92414166666669,30
75813,서울역서부,37.55713333333333,126.96921166666668,2
75840,하안사거리.7단지,37.46181333333333,126.88050666666668,4
75850,디지털3단지사거리,37.475876666666665,126.88133833333336,278
75863,구로2동성당,37.49961833333334,126.882385,119
75866,구로4동우체국.고대구로병원정문,37.48986,126.88409500000002,129
75871,디지털3단지사거리,37.475863333333336,126.88040166666666,9
75874,철산센트럴푸르지오,37.47245166666666,126.86756333333332,3
75891,주공7단지,37.480603333333335,126.86834500000002,1
75892,철산9단지우체국앞,37.48120666666667,126.87104166666668,2
75893,철산동13단지후문앞,37.48065,126.872465,2
75898,철산주공8단지,37.48077666666666,126.86818166666666,2
75904,철산교앞,37.47490333333334,126.876045,2
75927,영등포농협.신길2동새마을금고,37.51137666666667,126.91317666666669,3
75928,모두의학교.금천문화예술정보학교,37.47871333333333,126.90368333333332,13
75929,독산3동주민센터,37.47524666666666,126.90333833333334,32
75930,독산동남문시장,37.47374833333333,126.90319833333334,17
75932,독산동성당앞,37.46901,126.90226333333334,17
75935,현대시장.시흥4동주민센터,37.459735,126.90483333333334,22
75951,하나은행신월동지점,37.530478333333335,126.837995,9
75970,광명역세권1단지후문,37.43599166666667,126.88720333333336,1
75975,원효대교북단,37.531985,126.95611166666669,35
75977,용산전자상가12동,37.533051666666665,126.96216833333334,23
75979,문배동이안아파트앞,37.53876666666667,126.97103666666663,2
75988,독산초등학교,37.46641666666667,126.90004333333331,4
75991,기아자동차남문.광명역세권1단지,37.43621666666666,126.88722166666666,1
75994,광명시여성비전센터,37.435521666666666,126.87930166666663,1
76007,노온사동차고지,37.441921666666666,126.83846666666668,2
76016,신도초중교입구.한국고전번역원,37.631565,126.926915,2
76017,폭포동,37.630715,126.93103166666668,1
76018,은평노인종합복지관.신도중학교,37.632495,126.93153333333332,2
76023,제각말5단지.은평뉴타운도서관,37.638398333333335,126.93551,3
76130,문현고등학교.송파파인타운5단지,37.48063166666667,127.129475,1
76283,디지털3단지.(주)로옴코리아,37.47961166666666,126.88022,228
76285,에이스하이엔드타워5차,37.48570166666666,126.87931666666668,13
76288,가산디지털단지역입구,37.48143666666667,126.88671666666666,687
76419,당곡중학교,37.487968333333335,126.930555,1
76423,구암초등학교,37.48929833333333,126.94617333333332,5
76424,경향렉스빌.롯데캐슬비엔,37.495865,126.942895,1
76425,상도4동약수맨션,37.49794333333333,126.94354833333334,1
76431,상도4동약수맨션,37.4979,126.94333,4
76432,경향렉스빌.롯데캐슬비엔,37.49590333333333,126.94271,4
76433,은천동벽산블루밍아파트105동,37.489405000000005,126.94586833333332,4
76436,신상도초등학교,37.499316666666665,126.94353166666666,8
76440,신월시영아파트중문,37.51908333333333,126.83657999999998,193
76442,우리은행신정동지점,37.521705,126.859385,1040
76444,서울남부지방법원.서울남부지방검찰청,37.522145,126.86341333333333,385
76447,한신아파트.선유도역,37.53803666666667,126.89327833333331,445
76450,서울남부지방법원.서울남부지방검찰청,37.52253,126.864355,9
76452,우리은행신정동지점,37.521901666666665,126.85871,9
76453,신정4동경서농협,37.521515,126.85517166666664,8
76458,중부운수앞(가상),37.524278333333335,126.83138666666667,356
76494,숙명여대정문,37.54500333333333,126.96407333333332,15
76496,서울역,37.553621666666665,126.97389666666668,7
76525,대일관광고.푸른마을3단지,37.51118,126.83622166666667,3
76527,신월문화체육센터,37.52051333333333,126.83687833333332,28
76530,푸른마을1단지.이든채아파트,37.51287833333333,126.83488,263
76591,서초유스센터.서초아트자이,37.48546833333333,127.01047666666666,3
76788,뚝섬역5번출구,37.546481666666665,127.04927166666668,2
76805,베뢰아국제대학원대학교,37.50107166666667,126.89896666666668,1
76806,해오름식당,37.500908333333335,126.89948,1
76807,기림약국,37.49985,126.90087,1
76824,신도림역,37.51072333333333,126.89004166666668,5
76859,창동.신창시장,37.638850000000005,127.038475,1
77088,목동아파트1434동앞,37.515655,126.871975,47
77130,올림픽대교남단,37.52673833333333,127.11544666666666,1
77145,한영중고한영외고,37.549081666666666,127.155655,2
77183,서울시품질시험소한국교원단체총연합회,37.46700166666667,127.027485,1
77249,청소년문화의집.정릉e편한세상,37.61521166666667,127.00894666666666,1
77252,성북생태체험관,37.62015333333333,127.006495,1
77296,남산서울타워,37.55101666666667,126.99119666666664,10
77596,알뜰슈퍼(가상),37.508365000000005,126.87999,1
77897,국립극장.반얀트리호텔,37.551535,127.00075166666666,3
78733,대방역,37.512906666666666,126.923495,9
78859,신대방역,37.48667,126.91269333333334,1
78909,명덕고등학교.서울스타병원,37.55309166666667,126.83652333333332,618
79041,숭례문,37.55857,126.97380833333334,24
79288,신동신약국,37.60346833333333,127.07742000000002,1
79303,세븐일레븐(가상),37.50931666666667,126.878585,1
79932,우장산동주민센터,37.54792666666666,126.841575,3
79948,경수중학교,37.538246666666666,127.05699833333334,1
79949,성수119안전센터,37.53743333333333,127.06008166666668,1
79951,양서1단지우장산아이파크이편한세상,37.547995,126.83702,3
79954,우장산동주민센터,37.54807666666667,126.84139333333331,4
107546,신월시영아파트.강월초등학교,37.51573166666667,126.83553,1
107658,송동마을.서초힐스아파트,37.45908166666666,127.017885,3
108552,숙명여대후문.이봉창활동터,37.54609166666667,126.96330666666668,5
109410,난곡우체국사거리,37.47694333333333,126.91545833333332,4
109444,세이브마트앞,37.473958333333336,126.91743333333334,7
109484,남강중고등학교입구,37.47255833333334,126.91914666666668,8
109530,벽산아파트1단지.호압사입구,37.452785,126.92084666666666,1
109776,신우초등학교,37.46248666666667,126.93169000000002,1
109811,연희지하차도,37.577151666666666,126.93255333333332,2
