승차정류장ID,하차정류장ID,승차정류장명,하차정류장명,위도_x,경도_x,위도_y,경도_y,승객수
7635,7511,화곡본동시장,신화중학교,37.54324833333333,126.84270333333332,37.53965333333333,126.83135,289
10107,13440,신월2동주민센터입구,양강중학교,37.522756666666666,126.84569000000002,37.52376,126.84997,635
10110,7478,신월2동주민센터입구.경창전통시장,신월5동주민센터.신월중학교,37.523035,126.84601666666669,37.539253333333335,126.82761666666666,120
10110,7489,신월2동주민센터입구.경창전통시장,서부여성발전센터,37.523035,126.84601666666669,37.535111666666666,126.829065,122
10110,7508,신월2동주민센터입구.경창전통시장,신월1동주민센터.신월보건지소,37.523035,126.84601666666669,37.532183333333336,126.83105,133
10110,7558,신월2동주민센터입구.경창전통시장,신월문화체육센터,37.523035,126.84601666666669,37.52011666666667,126.83619833333331,116
10110,7593,신월2동주민센터입구.경창전통시장,한빛종합사회복지관,37.523035,126.84601666666669,37.521341666666665,126.83874333333333,114
10110,70810,신월2동주민센터입구.경창전통시장,메디힐병원,37.523035,126.84601666666669,37.53709166666667,126.82772333333332,176
10110,8000332,신월2동주민센터입구.경창전통시장,국립과학수사연구소.고강동종점,37.523035,126.84601666666669,37.52354833333333,126.82571333333333,103
10111,7514,까치산역4번출구,서서울호수공원,37.53218666666667,126.846265,37.52903666666667,126.83261666666668,246
10111,8003081,까치산역4번출구,보람쉬움아파트.신영시장,37.53218666666667,126.846265,37.52995,126.835265,319
10111,9004254,까치산역4번출구,양강중학교,37.53218666666667,126.846265,37.524861666666666,126.85027999999998,256
10111,9004272,까치산역4번출구,신정네거리해누리분수광장,37.53218666666667,126.846265,37.52193333333333,126.85152833333336,103
10111,9004274,까치산역4번출구,동방아파트,37.53218666666667,126.846265,37.52193,126.84634,118
10111,9004276,까치산역4번출구,신곡시장.금빛새마을금고,37.53218666666667,126.846265,37.51969,126.84375833333334,147
10111,9004278,까치산역4번출구,신한은행신월동지점,37.53218666666667,126.846265,37.51802166666666,126.84160500000002,111
10111,9033319,까치산역4번출구,신월2동우체국,37.53218666666667,126.846265,37.52308166666667,126.85124833333332,127
10120,70808,까치산역2번출구,가로공원공영주차장,37.53178666666667,126.84688333333334,37.53665333333333,126.83258166666668,442
10120,70809,까치산역2번출구,국민은행신월동지점,37.53178666666667,126.84688333333334,37.53624166666667,126.82952333333331,602
10120,70810,까치산역2번출구,메디힐병원,37.53178666666667,126.84688333333334,37.53709166666667,126.82772333333332,190
10120,70811,까치산역2번출구,신월중학교입구,37.53178666666667,126.84688333333334,37.54013166666667,126.82566,135
10145,7479,강서구청.한국건강관리협회,신월5동주민센터.신월중학교,37.552598333333336,126.85012,37.539523333333335,126.82758,110
10145,7486,강서구청.한국건강관리협회,신월3동주민센터.신월3동우체국,37.552598333333336,126.85012,37.53466,126.828835,135
10145,7511,강서구청.한국건강관리협회,신화중학교,37.552598333333336,126.85012,37.53965333333333,126.83135,125
10145,7570,강서구청.한국건강관리협회,과학수사연구소입구,37.552598333333336,126.85012,37.521905,126.83696166666664,125
10145,75336,강서구청.한국건강관리협회,양서중학교,37.552598333333336,126.85012,37.53154833333333,126.830955,114
