승차정류장ID,승차정류장명,위도_x,경도_x,승객수
8501576,상암동주민센터앞,37.57863,126.89403166666668,18
8501577,가산디지털단지역1호선,37.481675,126.88115333333332,962
8501604,서초호반써밋,37.45762,127.01465000000002,1
8501605,백석1동주민센터,37.64994,126.79247,1
8501619,서울난향초등학교.난향동주민센터,37.46265666666667,126.91883333333332,1
8501625,역삼역7번출구.GS타워,37.501505,127.03676500000002,1
8501627,코스모타워.서울신용보증재단성동지점,37.56300333333333,127.03283833333334,6
8501629,여의도순복음교회,37.53091,126.92475166666668,87
8501631,명동역4번출구,37.56065666666667,126.98491666666663,3
8501633,언주역2번출구.차병원사거리,37.507891666666666,127.03337833333332,1
8501660,목동13단지,37.51354,126.86800166666666,36
8501670,중랑경찰서정문.우디안101동앞,37.61769,127.105355,1
8501671,신내우디안아파트107동앞,37.615298333333335,127.10589833333331,1
8501689,마포자이2차아파트.대흥역,37.54875833333333,126.942535,1
8501691,마곡엠밸리7단지(712동),37.56717666666667,126.82353166666664,7
8501692,신방화역4번출구.마곡중학교,37.567456666666665,126.81992833333334,1
8501693,신방화역7번출구,37.56661,126.81637666666666,141
8501694,마곡엠밸리4단지,37.56883166666667,126.825045,1
8501696,서초포레스타2단지앞,37.45548833333333,127.06303666666666,3
8501724,왕십리도선동주민센터,37.567816666666666,127.02441333333331,1
8501735,여월휴먼시아1단지.까치울중학교,37.51450666666666,126.80227833333332,3
8501741,보라매역.5번출구,37.50006833333334,126.91885,8
8501742,영진시장,37.500155,126.9155,16
8501743,신풍역,37.500235,126.91039833333336,5
8501746,금천패션아울렛사거리.마리오,37.47826333333333,126.88833333333332,3
8501747,금천패션아울렛사거리.현대아울렛,37.478116666666665,126.88849166666664,1
8501760,충정로역,37.559801666666665,126.96249166666666,1
8501761,아현역,37.55739666666667,126.95688833333334,37
8501762,웨딩타운,37.55724,126.95255166666666,20
8501764,아현역,37.55729333333333,126.95494333333332,2
8501765,충정로역,37.560855,126.963315,1
8501766,서울역버스환승센터,37.55542166666667,126.97284,50
8501786,화곡중앙골목시장,37.534755,126.83781166666668,262
8501788,한양여대앞,37.55922666666667,127.050625,4
8501801,중랑공영차고지.신내역,37.61353166666667,127.10279666666663,1
8501853,반포종합운동장,37.500218333333336,126.99667166666669,2
8501867,서울대학교치과병원.동물병원,37.469211666666666,126.95202833333332,8
8501926,공항중학교.마곡엠밸리9.10단지,37.56073833333333,126.81715166666666,1
8501927,마곡역,37.55972833333333,126.82622333333332,8
8501928,마곡역,37.559695000000005,126.82751333333331,2
8501929,발산역,37.55863833333333,126.83758166666668,7
8501931,서울과학기술대학교후문,37.631121666666665,127.08310666666668,1
8501945,개화역광역환승센터,37.57822,126.79797833333332,33
8501956,개봉고가,37.493655,126.85558666666664,2
8501958,미사강변루나리움.17단지,37.56647333333333,127.18128666666668,2
8501976,우신운수종점(기점가상),37.46377833333334,126.98843,1
8501994,신방화5번출구,37.567393333333335,126.81744333333332,51
8501995,마곡나루역,37.56675833333334,126.82580833333334,259
8501996,마곡역(가로변),37.56138,126.82691333333332,25
8501998,마곡나루역1번출구.웰튼병원,37.56684166666666,126.82654,1
8502004,개봉1동사거리,37.50113833333333,126.84554333333332,2
8502010,MBC,37.58182166666666,126.89079166666669,3
8502017,성남시여성비전센터.성남수정새마을금고.한국사회적기업진흥원,37.442728333333335,127.13741166666664,1
8502021,양서중학교,37.53284,126.83016166666668,42
8502030,화양사거리,37.54838333333333,127.06862333333332,5
8502033,신림2교,37.47752666666667,126.93678,1
8502044,서울대학교,37.46775333333333,126.94968166666668,2
8502045,서오릉입구,37.622330000000005,126.90027166666664,2
8502059,마곡엠밸리6.7단지.마곡중학교,37.56710666666667,126.82145166666666,56
8502062,양천공영차고지(기점가상),37.50831333333333,126.83746,5
8502065,두암빌라,37.495086666666666,126.825715,1
8502070,신촌마을,37.45106833333333,126.890915,1
8502075,신길가마산로교차로,37.50656,126.91117,1
8502118,송파더센트레.힐스테이트송파,37.47944833333334,127.14164333333336,1
8502120,목동3.4단지사잇길,37.53283666666667,126.87165833333331,22
8502129,영인운수차고지,37.54521666666667,126.8179,3
8502130,대한항공.메이필드호텔,37.54972166666666,126.81681833333332,14
8502133,서대문역사거리,37.56557833333333,126.966565,7
8502134,서대문역사거리,37.566136666666665,126.96689333333332,2
8502135,서울역사박물관.경희궁앞,37.569135,126.97038,23
8502136,서울역사박물관.경희궁앞,37.569515,126.97076,8
8502155,래미안에스티움,37.50016166666667,126.91276666666666,4
8502159,대영중학교.신길센트럴아이파크,37.50340666666667,126.90375333333334,1
8502170,그린빌라정문,37.4859,126.82347166666663,11
8502171,동삼빌라,37.48729333333333,126.82401833333331,5
8502174,세곡2지구3.4단지,37.47693,127.11006333333334,1
8502177,롯데R&D센터,37.57030833333333,126.82854666666664,1
8502178,롯데R&D센터,37.57131833333334,126.82842833333332,6
8502179,마곡나루역,37.56722333333333,126.82779,25
8502189,한화오벨리스크,37.473753333333335,127.14094166666668,1
8502201,미사강변푸르지오.하우스디더레이크,37.56267666666667,127.18614833333336,5
8502202,미사역사일가공원.센텀팰리스.하남고,37.559345,127.18340833333332,1
8502205,신림역2번출구,37.483356666666666,126.92993666666668,3
8502208,녹번전철역,37.60165166666666,126.93522333333334,1
8502215,금하마을,37.45411833333333,126.89150833333332,1
8502219,광화문,37.57014166666667,126.97635666666665,4
8502220,종로1가,37.57017666666666,126.98114,1
8502221,종로2가,37.57017,126.98499166666667,1
8502227,종로6가.동대문종합시장,37.571133333333336,127.00563166666667,8
8502228,종로5가.광장시장,37.57093166666667,126.99960666666666,17
8502229,종로4가.종묘,37.570636666666665,126.99539666666666,12
8502230,종로3가.탑골공원,37.57037666666667,126.99001166666667,28
8502231,종로2가,37.570238333333336,126.98653666666664,27
8502232,종로1가,37.57027166666667,126.98163,5
8502233,광화문,37.570238333333336,126.97787833333332,9
8502235,마곡동로사거리,37.55910166666667,126.83247833333334,11
8502236,마곡동로사거리,37.55907333333334,126.83399,3
8502250,제이드카운티2단지.헤일라움,37.46592666666666,126.82729333333332,7
8502252,센트럴힐.옥길주민지원센터,37.46169666666666,126.825965,5
8502253,옥길브리즈힐후문,37.46134,126.82019666666665,8
8502254,브리즈힐.센트리뷰,37.465046666666666,126.82090166666669,22
8502255,별빛마루도서관.소사경찰서.옥길동행정복지센터,37.467455,126.82263333333334,50
8502270,용왕산,37.53913166666667,126.87423166666667,1
8502271,화원중학교,37.537835,126.84103666666668,1
8502272,위례포레샤인.위례31단지후문,37.474853333333336,127.13396833333331,1
8502295,영신여객차고지(우이동종점),37.662778333333335,127.01134500000002,1
8502309,남태령역,37.46575,126.98813833333334,1
8502310,사당역,37.47423333333334,126.98212166666666,7
8502315,삼각공원,37.50185,126.89251666666664,1
8502318,항동우남퍼스트빌,37.47661833333333,126.81901166666668,1
8502324,마곡동로사거리,37.55941666666667,126.831545,22
8502331,금천패션아울렛사거리.마리오,37.47789833333333,126.88751666666668,230
8502337,가림중학교,37.45771833333333,126.87951,1
8502347,도래울2단지상가,37.634895,126.87173833333333,2
8502348,도래울마을2.3단지,37.63278833333333,126.86982166666668,2
8502349,도래울마을5.6단지,37.62830333333333,126.86747333333332,3
8502396,항동하버라인3단지,37.47913833333334,126.82311,52
8502406,디지털단지오거리,37.48003666666667,126.88872166666668,435
8502413,항동우남퍼스트빌,37.47668333333333,126.81875166666666,5
8502417,마곡13단지힐스테이트아파트,37.55670166666666,126.817975,13
8502428,마곡역교차로,37.55934833333333,126.82857166666666,120
8502430,마곡나루역5번출구.서울식물원,37.56536833333333,126.8275,253
8502431,이대서울병원,37.55873999999999,126.83482833333332,284
8502513,항동하버라인2단지,37.48127333333333,126.82165833333332,14
8502522,석수역,37.43359833333333,126.90337833333334,2
8502571,형제봉입구,37.61278833333333,126.98175833333336,2
8502580,신정교입구,37.51866833333334,126.873815,10
8502585,항동하버라인10단지,37.47976333333334,126.825695,7
8502588,오류남초등학교후문,37.48931666666667,126.83719166666668,8
8502593,서울식물원.식물문화센터,37.56832166666666,126.83503166666668,8
8502618,구로SKV1지식산업센터,37.477615,126.81731666666668,8
8502619,항동하버라인4단지,37.481903333333335,126.82539333333334,5
8502641,천호역,37.537655,127.12705166666667,2
8502644,사당롯데캐슬골든포레.사당해그린,37.49243666666667,126.96307166666664,3
8502653,강동리버스트상가,37.57247333333333,127.17466,1
8502663,남산도서관,37.55233166666667,126.98191166666666,1
8502672,대법원앞,37.49167,127.00652833333334,2
8502678,경남아너스빌아파트,37.490766666666666,126.83940833333332,1
8502680,가리봉파출소,37.47924666666667,126.89173833333334,103
8502683,상일초등학교,37.546425,127.17158166666668,1
8502690,홍대입구역(가상),37.55865166666667,126.925925,9
8502697,시흥모터스,37.470576666666666,126.88944166666668,29
8502703,부천남부생태공원입구,37.47187333333333,126.82608166666664,1
8502704,스타필드시티.위례지웰푸르지오,37.480133333333335,127.14777333333336,2
8502713,서울위례별초교.위례별유치원,37.478031666666666,127.14487499999998,1
8502754,포레나송파정문,37.487071666666665,127.14858833333334,2
8502758,목동아파트1216동앞,37.51150500000001,126.86218833333332,1
8502759,목동아파트1218동앞,37.511845,126.86362,9
8502845,다운어린이공원.치유하는교회,37.532575,126.843815,57
8502850,린파밀리에,37.40697,126.97947833333336,3
8502852,구로디지털단지역(중),37.48397833333333,126.90246833333336,1
8502863,힐스테이트삼송역,37.65230333333333,126.89789166666668,1
8502865,강서세무서,37.56013666666667,126.82220166666666,12
8502866,강서세무서,37.56015833333333,126.82286,1
8502872,응암2동주민센터,37.59564833333333,126.92308166666665,1
8502885,청와대,37.58297166666667,126.97376166666666,4
8502896,영등포소방서.타임스퀘어,37.518301666666666,126.90357333333334,1
8502901,웰크론,37.4827,126.89366666666668,1
8502922,신길보라매SK뷰아파트,37.50407,126.91936333333334,1
8502923,신길한성아파트,37.504235,126.919925,3
8502928,DMC자이더포레리버뷰,37.58096333333334,126.85881833333332,1
8502929,DMC리버시티자이,37.57947833333333,126.86143833333333,1
8502930,DMC리버파크자이,37.57916333333333,126.86911833333332,2
8502936,청계산옛골,37.42856333333334,127.07158666666668,2
8502945,1호선구일역,37.49530666666667,126.87222666666666,1
8502947,대림대학,37.40114166666667,126.92923333333334,2
8502958,역곡역남부,37.48395166666667,126.81260833333332,1
8502960,양지초교.부안초교,37.48167,126.81432,11
8502961,역곡역남부,37.48472666666667,126.81314166666668,17
8502962,역곡고가입구,37.48621666666666,126.816645,28
8502965,시청.서소문청사,37.56360166666666,126.97502333333333,105
8502975,LH수서아파트,37.47802166666667,127.10595833333332,1
8503003,서울일원동우체국,37.49227833333334,127.08765333333334,1
8503006,샘마을.서울특별시어린이병원,37.45717666666667,127.070905,10
8503016,안양1번가.안양고용센터,37.39902166666666,126.92146833333332,5
8503022,서해1차아파트,37.60634666666667,126.72405333333332,5
8503023,서해2차아파트,37.60655833333333,126.72654333333334,1
8503024,풍무푸르지오.풍무센트럴푸르지오,37.60931333333333,126.73006,2
8503031,한양수자인아파트앞,37.47810666666667,126.82463166666666,2
8503037,사당롯데캐슬골든포레.사당해그린,37.49229833333333,126.96357833333334,9
8503066,구립행복마루어린이집,37.52774333333333,127.08221333333334,1
8503086,양평동한솔아파트,37.54440833333333,126.89024,24
8503095,퇴계로2가.명동역7번출구,37.56098833333333,126.98533666666664,17
8503120,성내천공원,37.50072,127.14763166666668,1
8601166,신림청소년독서실.신림체육센터,37.48044333333333,126.91487333333336,1
8601271,롯데몰.김포공항역,37.56237833333333,126.80302333333331,8
8601326,조원아파트,37.48408833333334,126.90782,1
8601345,화접초등학교.별내고등학교,37.651271666666666,127.11598166666666,1
8601362,안국역.서울공예박물관,37.576413333333335,126.98488833333334,2
8601366,성촌마을입구,37.464326666666665,127.0246,1
8602390,항동복합행정센터,37.47962833333334,126.82209333333334,2
8602945,1호선구일역,37.49530666666667,126.87222666666666,4
9000012,송파나루역,37.51073,127.11166333333334,4
9000026,송파구청.방이맛골,37.51335166666667,127.10779166666669,1
9000058,강남역,37.5001,127.02630666666668,73
9000068,신성시장앞,37.55836166666666,127.08766333333332,1
9000099,광진구청,37.53896333333333,127.08340666666666,1
9000113,자양미소약국.자양골목시장,37.53275,127.07731833333334,1
9000120,청담초등학교,37.52685,127.04511666666669,2
9000123,한양아파트.압구정로데오역,37.52831666666667,127.039575,5
9000124,압구정파출소,37.52911166666667,127.03627833333331,2
9000127,현대아파트,37.528485,127.03057666666668,2
9000128,광림교회.현대고등학교,37.525325,127.02443666666667,5
9000129,광림교회.현대고등학교,37.525435,127.02526333333331,2
9000131,신사중학교,37.52386,127.02155,10
9000135,신사동고개,37.518656666666665,127.02600499999998,1
9000146,신논현역6번출구,37.502295,127.02576333333332,1
9000155,래미안블레스티지아파트,37.48065166666667,127.06321666666666,1
9000164,은마아파트,37.495645,127.06285333333332,1
9000173,봉은사역3번출구.삼성1파출소,37.51515666666667,127.06015666666666,1
9000188,제일은행사거리,37.53358166666667,127.07473833333331,1
9000198,삼성역7번출구,37.51045,127.06266333333332,2
9000200,신자초등학교앞,37.53044166666667,127.07491166666664,3
9000224,충무로역8번출구.대한극장앞,37.56196,126.99655833333333,10
9000228,퇴계로3가.한옥마을.한국의집,37.56126,126.99173,16
9000235,북창동.남대문시장,37.56123,126.97828166666667,9
9000241,남대문시장.회현역,37.55831166666667,126.97776666666664,72
9000254,이촌동두산위브트레지움.한강대우아파트,37.521573333333336,126.96752833333332,6
9000256,이촌동한가람아파트.이촌역,37.52070833333333,126.971815,15
9000258,신용산초등학교,37.519848333333336,126.974505,8
9000260,이촌동강촌아파트,37.51891666666667,126.97752166666666,3
9000262,이촌동현대아파트,37.51853833333333,126.978645,4
9000264,서빙고신동아아파트,37.51792666666667,126.98509833333334,46
9000269,이촌2동주민센터,37.527703333333335,126.95486166666666,1
9000273,원효로풍전아파트,37.53241666666667,126.95451833333333,1
9000274,원효로3가,37.53408666666667,126.958185,13
9000278,원효로2가,37.53628333333334,126.962995,4
9000281,용산꿈나무종합타운.원효로우체국,37.53866,126.96693166666668,6
9000288,난지한강공원,37.56875166666667,126.87525833333332,2
9000304,용산경찰서,37.54002833333333,126.96897666666668,1
9000312,숙명여대후문.이봉창활동터,37.54609166666667,126.96330666666668,1
9000314,효창공원후문,37.54679333333333,126.96257833333333,1
9000316,숙명여대도서관앞,37.54486833333333,126.96722166666665,3
9000379,초동,37.56339,126.99311333333333,1
9000406,경복궁,37.57561833333333,126.97874833333331,6
9000416,통인시장종로구보건소,37.58036833333333,126.97105333333332,10
9000419,신교동,37.583215,126.97023166666668,9
9000421,경기상고,37.587475000000005,126.969355,6
9000426,자하문고개.윤동주문학관,37.59222666666667,126.96713,5
9000429,부암동주민센터.무계원,37.59276666666666,126.96422,2
9000433,상명대입구.석파랑,37.59945333333334,126.95857333333332,1
9000439,은평문화예술정보학교,37.58889333333333,126.91889833333336,1
9000467,서대문구보건소별관,37.58266166666667,126.936285,2
9000530,동대문역사문화공원,37.567483333333335,127.00917,9
9000536,중구청앞.덕수중학교,37.56481833333333,126.99814,2
9000537,을지로4가.베스트웨스턴국도,37.56644333333334,126.99684666666666,8
9000556,롯데백화점,37.564510000000006,126.982205,2
9000655,신설동역.서울풍물시장,37.57447,127.025715,1
9000748,충무아트센터.스포츠센터.중부소방서,37.56516833333333,127.01352666666668,8
9000770,태영송화아파트,37.55392,126.86752333333334,1
9000838,잠실진주아파트,37.516225,127.10960666666666,1
9000848,종합운동장사거리,37.51206,127.07968166666666,1
9000850,잠실종합운동장,37.51116666666667,127.072065,5
9000853,강남경찰서면허시험장,37.50989333333334,127.06591,1
9000854,한국무역센터.삼성역,37.50860166666666,127.06169333333334,1
9000856,포스코건너편,37.50673333333334,127.05542166666667,12
9000913,동서울대학교,37.45883,127.12611166666666,5
9000960,상봉터미널,37.596268333333335,127.092845,1
9000983,어린이대공원후문아차산역,37.551253333333335,127.09014,1
9001050,경복궁역1번출구,37.57616166666666,126.971415,52
9001051,서울경찰청.경복궁역,37.575786666666666,126.97148666666664,1
9001053,안국역.서울공예박물관,37.57604833333333,126.98407333333334,4
9001056,창덕궁,37.57750333333333,126.98860166666668,1
9001060,사직단.어린이도서관,37.57517666666667,126.96799333333333,29
9001071,본서부병원,37.600611666666666,126.92357666666666,1
9001089,녹번역,37.60122166666667,126.93286833333336,3
9001091,은평세무서,37.601416666666665,126.926305,3
9001092,본서부병원,37.6009,126.9238,4
9001093,신진과학기술고등학교,37.59791,126.920325,2
9001094,응암시장,37.594355,126.91798833333333,9
9001096,동도하이츠아파트,37.58494333333333,126.91477666666668,1
9001098,북가좌2동주민센터,37.58034166666666,126.91147,19
9001101,세브란스병원,37.559920000000005,126.93790833333333,4
9001112,숭례문,37.558005,126.9737,1
9001124,삼성본관앞,37.56209666666667,126.97590833333334,87
9001151,쌍문동한양.현대아파트,37.65783833333333,127.03145166666668,2
9001337,이화동(이화장),37.57598,127.00327,2
9001343,시청앞,37.562196666666665,126.97644333333334,3
9001474,월곡동두산아파트,37.60680166666667,127.03670333333334,1
9001508,한국경제신문사.서소문역사공원,37.56066666666666,126.96811666666666,11
9001512,한성화교중고교.서대문소방서,37.572455,126.93523833333332,3
9001514,서대문자연사박물관입구,37.575228333333335,126.93524333333336,1
9001515,서대문구청.서대문구의회,37.57868333333333,126.93585333333334,2
9001518,세검정초등학교,37.60254166666667,126.96122333333332,6
9001522,흑석동효사정앞,37.51161666666667,126.96125666666669,15
9001529,강동공영차고지,37.56406666666667,127.173885,1
9001548,일지아트홀.압구정노인복지관,37.52436333333333,127.03963,2
9001556,동작역.국립현충원,37.503238333333336,126.976655,32
9001557,흑석동한강현대아파트,37.50586666666666,126.97174833333332,1
9001558,비계,37.50648666666667,126.96858833333332,6
9001559,흑석역.명수대현대아파트,37.507635,126.965595,40
9001568,신길새마을금고,37.51413,126.91952,91
9001569,신길역1호선,37.516815,126.91695666666668,124
9001587,논현역7번출구,37.51066,127.01935833333332,17
9001588,논현역6번출구,37.51032666666666,127.01923,6
9001610,장안2동주민센터,37.578853333333335,127.07041333333332,1
9001671,중화중학교.다문화가족지원센터,37.58479666666666,127.094155,12
9001686,북서울꿈의숲,37.622600000000006,127.037505,1
9001802,강북문화정보도서관,37.62538833333333,127.03692833333336,1
9001870,포스코사거리,37.507815,127.056295,2
9001891,이대부고,37.565531666666665,126.94642333333334,29
9001892,성산2교,37.565665,126.91256666666668,103
9001894,중동초등학교,37.566915,126.91042833333334,6
9001896,성산2동주민센터,37.56804666666667,126.90844666666663,16
9001898,성산119안전센터,37.569905,126.90386666666669,16
9001899,성산119안전센터,37.56971166666666,126.90371166666668,2
9001900,성산아파트,37.57165,126.90143166666668,20
9001902,월드컵경기장서측.문화비축기지,37.569541666666666,126.894975,7
9001903,월드컵공원입구.문화비축기지,37.56852333333333,126.89274833333332,10
9001904,월드컵파크3단지정문,37.57382166666666,126.88922833333332,2
9001938,마포역,37.539755,126.94574166666668,1
9001943,용강동주민센터,37.541963333333335,126.940425,1
9001951,서강초등학교,37.54780166666667,126.92536333333334,1
9001953,상수역,37.547918333333335,126.92157166666668,10
9001958,메세나폴리스,37.55094666666666,126.91293333333331,1
9001959,마포한강푸르지오,37.55078666666667,126.91259166666666,1
9001961,성산초등학교입구,37.553175,126.91187666666669,3
9001962,기업은행서교동지점(최규하대통령가옥),37.55483666666667,126.91147333333332,1
9001963,기업은행서교동지점(최규하대통령가옥),37.55491333333334,126.910905,6
9001965,망원시장.망원동월드컵시장입구,37.55733833333333,126.90875833333332,7
9001968,성산2교,37.564276666666665,126.91247333333334,4
9001983,공덕역2번출구,37.54520166666667,126.94833833333333,5
9001984,동도중학교.서울디자인고등학교,37.545640000000006,126.94676833333332,2
9001985,동도중학교.서울디자인고등학교,37.54652333333333,126.94540666666666,15
9001986,용강초등학교,37.547021666666666,126.94352,4
9001987,대흥역,37.547675,126.94272,4
9001988,광성중고등학교,37.54895166666667,126.93986,21
9001990,서강대학교,37.5511,126.93797,25
9001991,신촌로터리,37.55356833333334,126.937275,9
9002021,서대문.서울시교육청,37.56829666666667,126.96453166666667,1
9002069,광희동,37.56509666666667,127.00720833333337,1
9002119,약수역8번출구.신당사회복지관,37.55391,127.009955,9
9002124,장충동.동국대입구,37.56061833333333,127.00587166666668,4
9002128,버티고개,37.54765166666667,127.00618833333334,1
9002129,서울시중부기술교육원.블루스퀘어,37.54122,127.00318,8
9002132,순천향대학병원,37.53648833333333,127.00572833333332,12
9002133,한남5거리,37.53291166666667,127.00833666666668,2
9002142,지하철3호선교대역,37.49117666666667,127.01395166666669,2
9002156,창신교회앞.서리풀노리학교,37.49053833333333,127.02137833333332,2
9002158,지하철3호선교대역,37.49183166666667,127.01417833333336,6
9002234,노원구청,37.65433166666666,127.05724166666666,1
9002250,극동방송,37.54947333333334,126.92293,11
9002256,망원1동주민센터,37.555485,126.905115,2
9002257,망원1동주민센터,37.55566833333333,126.90490333333334,6
9002377,금호동벽산아파트,37.55121,127.02567666666668,3
9002379,금호사거리,37.548925,127.02606166666668,6
9002381,금남시장앞.백범학원터,37.548135,127.02187833333332,1
9002383,금옥초등학교앞,37.54701166666667,127.01989,1
9002422,면목동금호어울림아파트,37.579245,127.09171833333332,1
9002552,서일초등학교,37.486518333333336,127.021325,2
9002553,서초그랑자이아파트,37.48800166666667,127.02603833333332,3
9002554,서초그랑자이아파트,37.48768166666667,127.02605,1
9002558,뱅뱅사거리.구영동중학교,37.48775666666667,127.03276333333334,3
9002559,양재역.양재1동민원분소,37.48482,127.037415,1
9002561,블랙야크양재사옥,37.48013666666667,127.04109666666666,1
9002632,방배동래미안아트힐.국립국악원,37.47750333333333,127.00630166666666,2
9002633,수서역1번출구,37.487206666666665,127.10075,1
9002641,푸른마을아파트앞,37.482955,127.08057666666669,1
9002653,대치역1번출구,37.49391,127.06149166666668,1
9002660,군인공제회관,37.48921166666666,127.05201833333334,1
9002661,매봉삼성아파트SK리더스뷰,37.48819666666667,127.048955,1
9002665,양재역말죽거리.강남베드로병원,37.48530166666667,127.03796333333334,1
9002676,언남고교,37.473335,127.03892333333332,9
9002682,양재2동주민센터.양재꽃시장,37.46960666666666,127.03941000000002,10
9002696,을지대학교,37.460465,127.16593333333334,1
9002703,남한산성입구역.법원검찰청,37.45122,127.15949,1
9002717,헌인마을.서울농업기술센터,37.46334333333333,127.08959000000002,3
9002792,청담역.경기고교,37.519823333333335,127.056455,4
9002806,한티역,37.498165,127.05214166666669,3
9002825,한티역2번출구.서울강남고용노동지청,37.49682333333333,127.05392333333332,2
9002831,도곡1차아이파크.도곡중학교,37.49273166666667,127.04238333333332,1
9002847,일원초등학교,37.48833833333333,127.07469166666668,2
9002855,삼호물산,37.47724,127.04526833333333,11
9002859,국악고교사거리,37.474585000000005,127.04802166666666,6
9002887,약수역2번출구.가온도서관,37.55579333333333,127.01104333333332,1
9002888,약수역3번출구.약수하이츠,37.555795,127.01137833333333,1
9002896,홍대입구역,37.55656166666667,126.92304333333335,1
9002924,우남교통,37.59980666666667,126.910135,5
9002928,신사동고개사거리,37.59564666666667,126.90997833333334,4
9002995,구산역3번출구.예일여고,37.61049666666667,126.91677666666668,6
9002997,역말사거리,37.60625,126.91515166666667,10
9003002,응암역.신사오거리,37.597975,126.91523333333336,8
9003004,신흥시장,37.59544166666667,126.91457166666666,16
9003048,동화동,37.560025,127.01812333333334,1
9003076,구기터널.삼성출판박물관,37.60865,126.956215,4
9003077,구기동,37.607005,126.95853333333336,1
9003146,구파발역2번출구,37.636705,126.91895,1
9003164,마포구청역,37.56277166666666,126.90267166666666,193
9003165,마포중앙도서관,37.56425333333333,126.90745666666665,75
9003175,DMC첨단산업센터,37.585346666666666,126.88519166666669,1
9003176,DMC첨단산업센터,37.58559833333334,126.88478666666668,14
9003177,월드컵파크2단지.에스플렉스센터,37.57526666666667,126.89064666666668,5
9003178,서울도시가스마포사옥,37.557966666666665,126.91825666666666,2
9003182,서강대학교,37.55187166666666,126.93732166666663,5
9003183,대흥역,37.54815166666666,126.940995,1
9003187,원효2동산호아파트,37.533155,126.95083333333332,2
9003191,마포농수산물시장.월드컵공원,37.56610666666666,126.89745333333332,34
9003192,월드컵경기장남측.월드컵공원,37.56666333333333,126.89631666666668,1
9003194,마포구청.성산자동차검사소,37.56494333333333,126.9024,1
9003199,서서울농협,37.55345333333333,126.906015,3
9003200,서서울농협,37.55355333333333,126.90606333333332,1
9003230,능곡초교,37.62429,126.81721333333334,1
9003232,능곡시장,37.620555,126.81970166666666,2
9003234,능곡전화국,37.61764,126.82345333333332,2
9003245,가라뫼.소만마을1단지,37.61814,126.84492666666664,1
9003339,독산고개,37.476441666666666,126.89892166666664,1
9003357,구로구청,37.49480166666667,126.88761666666666,1
9003359,영림중학교,37.496915,126.89162166666668,9
9003360,구로도서관.대성스카이렉스,37.499565,126.891075,2
9003369,구로119안전센터,37.493835,126.88324333333334,66
9003371,구로변전소.구로초등학교,37.49783833333333,126.88408833333332,59
9003389,세곡초등학교,37.50273833333333,126.84985,1
9003390,개봉푸르지오아파트,37.50204333333333,126.84798666666666,1
9003391,개봉1동사거리.개봉푸르지오아파트,37.50141333333333,126.84679166666668,1024
9003438,숭실대입구역,37.49651166666667,126.95373833333332,67
9003440,상도동중앙하이츠빌.상도전통시장,37.49874,126.95178,8
9003441,상도동중앙하이츠빌.상도전통시장,37.49886333333333,126.95119,5
9003442,상도역,37.50167666666667,126.94862833333332,1
9003443,상도역,37.5013,126.949525,7
9003447,서울대학교,37.46682666666666,126.94872666666669,13
9003491,김안과병원,37.52046333333333,126.90284333333332,1625
9003493,당산동진로아파트,37.52137333333334,126.89688833333334,363
9003494,당산동진로아파트,37.52105,126.89700166666668,2
9003495,교보앞,37.52177,126.89208166666668,3
9003496,양남동로타리,37.52216833333333,126.89179,572
9003517,신정역(은행정).신정4동주민센터,37.52467666666666,126.85431333333332,12
9003518,신정역(은행정).신정4동주민센터,37.52480166666667,126.85377333333332,4106
9003519,신서고등학교.영상고등학교입구,37.525441666666666,126.85998666666669,9
9003520,신서고교.영상고교입구,37.5257,126.86041166666668,2117
9003521,목동역.목동오거리,37.52585166666667,126.86312,7
9003522,목동역.목동오거리,37.526005000000005,126.862805,3327
9003523,목동7단지,37.52558833333333,126.86712333333335,7
9003527,오목교역.동신한방병원,37.52413666666666,126.876955,7
9003529,관악고등학교,37.52304166666667,126.88407166666666,2
9003530,관악고등학교,37.52321,126.88486,518
9003531,양평신동아아파트,37.52252833333333,126.88736833333331,2
9003532,양평1동주민센터,37.52268166666667,126.88823666666669,544
9003555,봉천사거리.봉천중앙시장,37.48294,126.95423,1
9003556,봉원중학교.행운동우성아파트,37.484991666666666,126.95587166666668,3
9003557,봉원중학교.행운동우성아파트,37.484856666666666,126.95534166666668,3
9003558,관악푸르지오아파트,37.487755,126.95817,3
9003559,성현동동아아파트,37.48845333333334,126.95773666666668,11
9003560,봉현초등학교,37.49167833333333,126.956215,1
9003563,문래역,37.51923333333333,126.89421833333331,3
9003565,영문초등학교,37.52019666666667,126.887835,3
9003596,영등포시장로터리방면,37.51892,126.90929166666668,4
9003600,당산유원제일1차아파트,37.528725,126.89764166666669,1
9003602,당산역,37.53273,126.90079833333331,2
9003606,양평한신아파트.선유도공원입구,37.541693333333335,126.89443833333334,1
9003608,양평동한솔아파트,37.54396166666667,126.89035833333334,1
9003611,염창동아3차아파트,37.54886166666667,126.87770166666664,3
9003612,염창동아3차아파트.나이아가라호텔,37.549166666666665,126.87764,17
9003613,염창동새마을금고,37.55028,126.87333833333332,71
9003615,염창동관음삼성아파트,37.55297333333333,126.86937166666668,1
9003616,염창동한마음.관음삼성아파트,37.55309166666667,126.86973333333331,106
9003618,금호.한솔아파트,37.55549166666666,126.86549833333332,119
