승차정류장ID,승차정류장명,위도_x,경도_x,승객수
12265,마천동사거리,37.49852666666666,127.14663166666666,1
12332,한영중고한영외고,37.54805666666667,127.15587166666668,3
12787,신월초등학교,37.538705,126.83903833333332,1
12798,신월초등학교,37.538961666666665,126.83941666666666,60
12799,서울호서전문학교.등촌주공3단지아파트,37.56286833333333,126.839465,73
12803,서울호서전문학교.등촌주공3단지아파트,37.56266166666667,126.839755,60
12809,서울강서우체국,37.56456833333333,126.84037000000002,76
12816,등촌동부영아파트,37.56272166666667,126.84275,8
12858,우면주공아파트.양재1동주민센터,37.47078166666667,127.02614333333334,4
12883,우면코오롱아파트,37.47202666666667,127.02810166666669,1
12905,우성아파트.양재초등학교,37.47466833333333,127.03275333333336,3
12999,천주교성수동성당앞,37.53937,127.04613833333332,6
13020,선릉역,37.50514333333333,127.050205,6
13025,꿈의숲아이파크아파트,37.61799499999999,127.05106166666668,4
13077,숙명여대정문,37.54514833333334,126.96431666666668,1
13116,평촌동주민센터.인덕원대우아파트,37.395145,126.975985,1
13185,서울성모병원,37.50275833333333,127.00548166666668,1
13187,정릉초교,37.619058333333335,127.00634,1
13189,강북청소년수련관,37.64566666666666,127.00683833333332,5
13197,서초동삼성아파트,37.48891833333333,127.00934166666666,2
13198,국립4.19민주묘지,37.64689833333333,127.009145,1
13322,연남동,37.56244,126.92750833333334,4
13372,상도2동아이파크.포스코더샵아파트,37.501513333333335,126.94113666666664,2
13426,등촌3동천주교회,37.56008166666666,126.84579666666666,10
13427,등촌3동천주교회,37.55998666666667,126.84601,2
13429,개봉푸르지오아파트,37.502163333333336,126.84785666666669,11
13431,등촌3동주공10단지아파트,37.56205,126.84739666666668,4
13433,광남사거리.광명교육청,37.468755,126.84838999999998,39
13436,광남중학교,37.47040666666667,126.84909833333334,8
13438,강서한강자이아파트,37.56638833333333,126.85002666666666,22
13440,양강중학교,37.52376,126.84997,26
13441,서울서진학교,37.56628666666666,126.85029166666666,2
13452,경복비즈니스고등학교,37.55767333333333,126.85319833333332,356
13458,가양역.마포중고등학교,37.55963833333333,126.85425333333332,1389
13512,갈산초등학교정문,37.51282166666667,126.870105,2
13513,갈산초등학교정문,37.512771666666666,126.87055833333334,40
13607,선유도역.롯데제과,37.53722833333334,126.89548833333336,338
13611,영등포구청,37.52534,126.89643833333334,10
13613,영등포구청,37.526205,126.89691833333332,1
13747,신양초등학교앞,37.53380166666667,127.06791833333334,1
13767,면목2동한신아파트,37.586758333333336,127.07423833333333,1
13856,불암동,37.64899666666667,127.10707499999998,4
13885,삼육대후문.논골.한화아파트,37.64460333333333,127.11174333333332,4
13923,풍납동극동.쌍용아파트,37.52684166666666,127.1187,3
13975,오금동대림아파트,37.50791666666667,127.12799,1
14047,보훈회관,37.52629666666667,127.145385,1
14330,여월중,37.519396666666665,126.79752333333332,9
14340,청계8가.영도교,37.570725,127.019,1
14397,경영대.행정대학원,37.466135,126.95205333333334,2
14406,교수회관입구,37.456085,126.95532666666668,3
14450,포스코사거리,37.507815,127.05629666666668,1
14472,면곡시장,37.57167833333333,127.081035,1
14494,정릉북한산국립공원입구,37.61772166666666,126.99929666666668,2
14496,장미아파트,37.36812,126.93121166666668,4
14537,구룡초교사거리,37.48066666666667,127.05450666666664,1
14541,광명농협,37.463365,126.88143166666666,2
14571,오류동역,37.49560666666666,126.84252833333332,1
14586,남부여성발전센터앞,37.46275333333333,126.90515,3
14603,서초구민체육센터.심산문화센터,37.49800166666667,126.99116333333336,3
14654,강서공업고등학교,37.57553,126.81662833333333,121
14659,효창공원앞역.이봉창역사울림관,37.538826666666665,126.96269833333332,1
14662,용산꿈나무종합타운.보건분소,37.538491666666665,126.96492833333332,1
14669,목동아파트601동앞.이대병원,37.535935,126.88327,7
14684,중부운수앞,37.52415333333333,126.83081333333332,33
14689,중부운수앞,37.52424666666666,126.83079666666666,31
14798,넓은들공원,37.510795,126.83919833333331,39
14806,목동12.13단지사잇길,37.513035,126.86359666666668,64
14811,구로남초등학교,37.48399,126.89101,1
14828,중곡아파트,37.56577833333333,127.07713833333334,4
14845,상1동행정복지센터,37.49149666666666,126.75230000000002,1
14856,월계1동경로당,37.61710166666667,127.06406333333334,1
14893,가락시장역4번출구.제일오피스텔,37.49321833333333,127.11972333333333,1
14909,신안파크아파트후문,37.52397666666666,126.82879666666668,224
14910,신안파크아파트후문,37.5241,126.82890666666664,8
14911,신정1동우체국,37.521953333333336,126.86167333333331,2
14912,신정1동우체국,37.5222,126.86135833333334,347
14913,신목초등학교입구,37.517471666666665,126.87092666666668,6
14917,목동중학교,37.51906333333333,126.87034833333334,630
14923,은천성결교회,37.488326666666666,126.92142666666663,1
14948,금실어린이공원,37.51738833333333,126.83788666666666,54
15143,송내초교.법원입구,37.49036833333333,126.76004333333334,6
15269,신영초등학교,37.50172666666666,126.89712333333334,1
15270,대림3동주민센터,37.49784666666667,126.89880833333332,5
15349,부천전화국,37.48691,126.77521666666668,18
15351,시민운동장,37.48733166666667,126.77229,2
15352,팰리스카운티.부천서초교입구,37.48831333333333,126.76674833333333,1
15353,팰리스카운티.부천서초교입구,37.48816333333333,126.76652333333335,16
15355,상동시장.중동역.부천여고,37.48828666666667,126.76284833333332,15
15358,공구상가,37.50906333333333,126.78536833333334,9
15360,온세미,37.51175333333333,126.78483,2
15364,KT북부천지사.민방위교육장,37.520136666666666,126.79285,10
15365,원종종합시장성곡사거리,37.51938166666666,126.80500666666669,69
15369,서림아파트,37.52404166666667,126.80934333333336,77
15370,서림아파트,37.524105,126.80911,1
15372,부강아파트,37.52404666666666,126.81335,60
15379,고강사거리,37.527375,126.81623333333332,224
15486,오정경찰서.여월휴먼시아5단지,37.51188833333333,126.80009166666666,5
15487,여월농업공원.여월휴먼시아4단지,37.508788333333335,126.79823,4
15488,부천종합운동장역6번출구,37.506305,126.79769333333334,21
15489,당아래지하차도.산업인력공단,37.50470166666666,126.79382499999998,2
15490,춘의가구거리,37.503965,126.78950666666668,50
15493,복사골문화센타.반달마을,37.49402833333333,126.75290166666667,1
15494,한아름마을.반달마을,37.49407166666666,126.74997166666664,6
15588,장절리,37.425158333333336,126.845685,3
15592,사들,37.43562666666666,126.84620833333332,1
15906,현대시장,37.48743833333333,126.94651833333334,5
16206,서울아산병원장례식장,37.52465666666667,127.10751,2
16430,신방화사거리,37.572786666666666,126.81653666666668,188
16431,신방화사거리,37.57286833333333,126.81692166666666,1
16457,연서중학교입구,37.58617166666667,126.91183166666666,5
16485,홍남교백련시장입구,37.575295,126.92518333333334,1
20222,경인교육대학교,37.43233333333333,126.91516833333333,3
20224,서울강서우체국,37.56461,126.84005166666664,42
20229,일동제약사거리,37.47956333333333,127.038605,1
20274,한국SGI,37.50247666666667,126.88978333333334,10
31528,구룡초등학교,37.480828333333335,127.05311000000002,1
31529,광수빌딩,37.479105,127.049375,2
31530,국민은행그린공원,37.47878833333333,127.04682833333332,2
31531,포이사거리삼호물산,37.478451666666665,127.045145,8
31883,상사마을,37.58182,126.798335,2
31896,송정역,37.561345,126.809145,4
31897,제과점앞,37.56021,126.80994166666666,6
31898,공항동주민센터,37.55882999999999,126.81055666666668,17
31899,공항동천주교회,37.557386666666666,126.81161166666668,14
31908,천주교성당,37.55616,126.812315,1
31939,방신전통시장,37.57011833333333,126.812715,15
31940,강서농협,37.56838833333334,126.81276666666666,26
31952,삼정그린코아아파트,37.57157333333334,126.81179,23
31982,영등포시장입구,37.519735,126.90665333333332,855
32159,인덕대학교,37.62865833333333,127.055175,4
32723,범일운수종점,37.450408333333336,126.91173,6
32724,시흥동은행나무.은행나무시장,37.45103,126.909125,10
32731,진도아파트,37.470443333333336,126.89243833333332,46
32733,벽산디지털밸리,37.47672166666667,126.885215,1
32887,잠실5단지,37.512325,127.093855,8
33039,대우아파트104동,37.64325333333333,127.038345,1
33075,후암동종점,37.54663833333333,126.980885,1
33076,남영동주민센터,37.545815,126.97687166666668,1
40032,풍납동강변현대아파트,37.533635,127.11121666666668,1
60015,구로구청,37.49588333333334,126.88850333333332,57
60028,신성초등학교,37.47107833333334,126.93742666666668,38
60031,서원역1번출구,37.47867166666666,126.93231,9
60069,농생대,37.45719166666667,126.94933666666664,11
60080,공대입구,37.455395,126.94983666666668,6
60235,문래우체국.문래예술공단,37.51428333333333,126.89523833333332,90
60236,문래자이아파트,37.516625,126.89458666666664,275
60237,양화중학교.홈플러스,37.51945333333333,126.89528166666666,78
70054,망우금호어울림아파트,37.60201833333333,127.10805166666664,1
70063,중랑역.동부시장,37.593968333333336,127.07605166666666,2
70067,떡전교사거리.동대문노인복지관,37.58647333333333,127.05194833333334,2
70069,청량리.청과물도매시장,37.57879833333333,127.04059833333334,7
70091,동교동삼거리연희동방면,37.55867833333333,126.927455,2
70114,영천시장,37.57022,126.96202666666667,1
70173,창경궁.서울대학교병원,37.57879833333333,126.99694666666667,3
70174,혜화역.서울대병원입구,37.580956666666665,127.00185000000002,7
70338,은정초등학교,37.51033,126.86670166666666,4
70339,양천아파트,37.50824,126.86332,52
70462,개포주공1단지아파트,37.47838166666667,127.05674166666668,1
70495,영동고등학교현대아파트,37.52135,127.03957833333334,9
70498,세관앞,37.51575,127.03609,1
70500,학동역6번출구,37.51378,127.02963333333334,6
70505,신반포13차아파트,37.51767666666667,127.01457,1
70510,신천동진주아파트,37.51663333333333,127.10927833333332,1
70563,월계보건지소,37.631973333333335,127.06162333333332,1
70593,롯데마트,37.64719166666666,127.07021166666668,3
70629,제2공학관,37.44882833333334,126.95205,10
70630,유회진학술정보관.제1공학관,37.451283333333336,126.952595,1
70631,에너지자원연구소,37.45352833333333,126.95221,5
70634,자연대.행정관입구,37.45999,126.94895666666667,6
70636,법대.사회대입구,37.46326,126.949075,2
70638,서울대학교,37.46683166666666,126.94798333333334,7
70641,서울대입구역,37.48010833333333,126.95273,63
70653,흑석역.흑석동빗물펌프장,37.508296666666666,126.96321333333331,1
70654,중앙대정문,37.50723666666667,126.95911333333332,4
70674,유전공학연구소.반도체공동연구소,37.45374666666667,126.95355333333332,1
70679,서울북부지방법원.검찰청.도봉역성황당,37.677708333333335,127.044795,1
70684,도봉보건소,37.658856666666665,127.04075833333332,1
70685,도봉구민회관.도봉문화원(중),37.65457333333333,127.03821833333336,2
70702,장수원.신한대학교,37.70784666666667,127.04805,1
70751,신동아아파트(가상),37.46429,126.93989000000002,5
70752,금호타운아파트,37.46571,126.93783,1
70755,대학동고시촌입구,37.47077333333333,126.93645666666669,1
70757,관악산입구.관악아트홀.중앙도서관,37.467758333333336,126.94687166666668,13
70758,청림동현대아파트,37.49194833333333,126.95938333333334,4
70760,신림중.삼성고.관악아트홀.도서관,37.47055,126.94413166666666,5
70761,서울산업정보학교.삼성교,37.47097166666666,126.94108833333333,18
70768,외발산동기점,37.545343333333335,126.82136,300
70769,신월중학교입구,37.53989833333333,126.82528333333332,523
70770,국민은행신월동지점,37.535805,126.82910666666666,199
70771,가로공원공영주차장.신영시장,37.53637833333333,126.83302333333334,38
70772,가로공원.나누리병원,37.53690666666667,126.83667333333332,8
70777,목동역.홍익병원,37.528088333333336,126.86386833333331,657
70778,목동7단지,37.52558833333333,126.86712333333335,2
70779,목동대학학원,37.524726666666666,126.87286333333334,5
70792,여의도공원,37.523605,126.92026166666668,69
70800,목동대학학원,37.52495666666667,126.87331333333334,2391
70803,홍익병원목동관,37.53091,126.86403,191
70807,가로공원.나누리병원,37.53721333333333,126.83622833333332,421
70808,가로공원공영주차장,37.53665333333333,126.83258166666668,241
70809,국민은행신월동지점,37.53624166666667,126.82952333333331,356
70810,메디힐병원,37.53709166666667,126.82772333333332,121
70811,신월중학교입구,37.54013166666667,126.82566,4
70813,강서면허시험장.메이필드호텔,37.549675,126.81949166666666,8
70815,강서면허시험장.메이필드호텔,37.54779833333334,126.82022666666666,181
70823,래미안909동앞,37.64115666666667,126.92154833333332,8
70900,가락동미륭아파트,37.49276166666667,127.128275,1
70907,송파책박물관.헬리오시티,37.50027166666666,127.10454666666668,1
70922,청담역.경기고교,37.519306666666665,127.05785166666668,4
70924,영동교입구,37.52227833333333,127.05545166666668,2
70925,청담역.경기고교,37.52098166666666,127.056165,4
70927,무역센터,37.51202833333333,127.06105833333336,1
70976,잠실역.롯데월드,37.512951666666666,127.097765,1
71011,국회의사당,37.52941833333333,126.91788333333334,2
71016,대흥교회,37.554091666666665,126.94578833333335,1
71017,서강대학교후문,37.55051,126.94393666666669,6
71022,양천구청,37.51654333333333,126.86703,529
71052,홍은동동부센트레빌,37.59675666666667,126.938705,1
71070,응암1동주민센터,37.60015166666667,126.92676666666668,1
71072,시립은평병원,37.5932,126.92296833333332,2
71079,증산역.증산동주민센터,37.58386333333333,126.90938333333334,24
71092,신사역4번출구,37.514985,127.01970666666666,6
71096,강남구청역,37.518505,127.04094,2
71098,씨네시티앞,37.52289833333334,127.03760166666667,4
71099,신사동교회,37.52064833333333,127.03062333333334,13
71102,신사역5번출구,37.517055,127.018985,2
71104,명지대입구.신원지벤스타,37.58045833333333,126.92814666666666,3
71108,명지대,37.579881666666665,126.92429166666668,60
71109,DMC센트럴아이파크아파트,37.57821666666667,126.92185333333332,15
71111,북가좌사거리,37.581875,126.914115,1
71117,명지대,37.5792,126.923565,1
71124,은평경찰서,37.62811666666666,126.92927666666668,6
71130,서일대학교,37.58919333333333,127.09687,2
71131,우림시장,37.595575,127.09928833333332,2
71139,동부시장남문입구,37.59079666666666,127.07825666666668,2
71176,YDP미래평생학습관,37.50378333333333,126.89550666666668,4
71183,지하철7호선사가정역,37.57985666666666,127.08806666666666,1
71187,지하철7호선면목역,37.58924833333333,127.08749833333334,2
71190,제기동역.서울약령시,37.57824666666667,127.03656666666666,5
71196,삼선교.한성대학교,37.58992,127.00936000000002,6
71198,창경궁.서울대학교병원,37.57943333333333,126.99652166666668,11
71201,이대부고,37.56635000000001,126.94648333333336,3
71202,이대부중,37.56362,126.94411999999998,31
71203,서대문종합사회복지관,37.57124833333333,126.92007333333336,2
71216,명륜동2가.성균관대입구,37.583468333333336,126.999415,1
71276,미림여고.미림여자정보과학고,37.46564166666667,126.93133333333331,1
71282,난향동주민센터,37.46100166666667,126.91916666666664,7
71283,신림복지관앞,37.4653,126.919765,8
71288,신일교회앞,37.47544833333333,126.91676666666666,9
71289,난곡우체국사거리,37.47718833333333,126.91560166666667,10
71294,관악우체국.에이치플러스양지병원,37.48447333333333,126.93307166666666,1
71319,KT관악지점,37.482038333333335,126.94718833333332,55
71320,봉천역.관악초등학교,37.48244,126.94315333333334,125
71321,KT&G관악지점,37.484495,126.9374,46
71322,관악우체국.에이치플러스양지병원,37.48486666666667,126.93310333333332,143
71339,미림여고.미림여자정보과학고,37.46507,126.93163166666666,4
71340,미림고개.고시촌입구,37.46763666666666,126.932,6
71341,서울대벤처타운역,37.47069166666667,126.93359166666666,9
71344,가산디지털단지역,37.48114333333333,126.88297166666668,3
71345,마리오아울렛,37.478820000000006,126.88400666666666,3
71346,금천패션아울렛사거리.W몰,37.47773,126.88787166666668,14
71347,디지털단지오거리,37.47855833333333,126.89343166666669,1
71350,관악구보훈회관.신림푸르지오,37.48064,126.90914,2
71353,관악구보훈회관.신림푸르지오,37.48141,126.91124166666664,131
71355,KT구로지사,37.480266666666665,126.90499833333334,273
71357,동작상떼빌아파트,37.486448333333335,126.90444833333336,6
71360,신길주유소,37.498415,126.90838166666666,12
71363,우신초등학교,37.50958,126.91083833333332,6
71371,신화병원,37.52455666666666,126.90520166666666,3
71424,상계주공10단지,37.66213833333334,127.05825333333333,1
71453,서울효사랑병원,37.54126333333333,127.063275,1
71500,백병원,37.64810333333333,127.06281666666668,1
71501,상계주공4단지,37.650731666666665,127.061785,1
71559,가양한강타운아파트,37.57040333333334,126.84345333333334,3
71561,한보구암마을아파트,37.56876666666667,126.84902666666667,41
71563,가양4단지아파트,37.56526,126.85329,2
71566,가양9단지아파트,37.55981166666666,126.86330666666666,1
71579,가양9단지아파트.세현고등학교,37.55981333333333,126.86361,250
71582,가양2동강변아파트,37.56414,126.85561666666666,2
71584,탑산초등학교.허준박물관,37.56675833333334,126.85177,2
71585,가양동천주교영등포공업고등학교,37.56857166666667,126.84964,22
71587,가양한강타운아파트,37.570548333333335,126.84383333333332,33
71588,양천향교입구,37.57003,126.84142500000002,9
71604,하계역,37.63690999999999,127.06953333333334,1
71606,월계주공108동앞롯데캐슬루나아파트,37.62621166666667,127.05256166666668,3
71612,길음2동주민센터,37.6069,127.02819666666667,1
71613,길음뉴타운,37.60371333333333,127.024275,3
71645,연대앞,37.74883333333333,126.86532333333336,1
71791,마곡엠밸리15단지아파트,37.55746,126.82676333333332,1
71808,발산역9번출구,37.55892166666667,126.83651166666664,8
71809,마곡엠밸리14단지아파트,37.55746666666666,126.82641166666666,31
71820,한국공항공사,37.56243333333334,126.79887166666668,96
71822,김포공항국내선,37.558391666666665,126.80465,1
71877,디지털산업1단지,37.483965,126.89476333333332,28
71879,디지털단지오거리,37.47993333333333,126.89039833333332,1
71957,관악사삼거리,37.46078666666666,126.956725,2
71959,수의대입구.보건대학원앞,37.46611833333333,126.95463166666666,1
71985,신림사거리,37.48265666666667,126.92969,3
71999,신림사거리,37.481903333333335,126.93006833333332,2
72006,북악중학교,37.60738666666667,127.00290833333332,2
72011,미아리고개.미아리예술극장,37.59879,127.02173333333332,4
72012,돈암사거리.성신여대입구,37.59380166666666,127.01817,6
72034,고려대사범대학부속고등학교,37.607888333333335,127.00237833333334,1
72039,신촌기차역,37.55877666666667,126.94245,6
72044,장곡초교사거리,37.61725666666667,127.04991833333334,1
72046,청소년문화누림센터,37.613913333333336,127.04878666666669,1
72048,장위동고개,37.61438,127.04091833333332,1
72049,조계사.종로경찰서,37.57251833333333,126.98286166666666,24
72094,래미안에스티지,37.493118333333335,127.02594166666668,1
72095,서초청소년도서관,37.492621666666665,127.02888166666668,1
72098,제일약품사옥,37.50338666666666,127.02025,39
72109,사당1동관악시장앞,37.47683333333334,126.97782666666666,25
72110,예술인마을,37.47611666666667,126.97287833333333,17
72112,낙성대입구,37.47792333333334,126.961905,21
72113,행운동주민센터,37.47990666666667,126.95683333333334,12
72130,동성프라자앞,37.60780666666667,127.0972,1
72135,사가정역,37.580905,127.08762166666664,2
72144,청솔우성아파트.답십리시장,37.57410333333333,127.05738666666666,10
72145,답십리1동희망샘교회앞,37.57041666666667,127.05706666666669,1
72150,마장축산물시장,37.57020666666666,127.03747166666666,1
72154,상왕십리역,37.564735000000006,127.02860333333336,1
72155,왕십리센트라스아파트,37.565215,127.02480666666666,4
72157,신당역.중앙시장앞,37.56579666666666,127.018765,7
72167,마장축산물시장,37.57093666666666,127.03801833333334,1
72176,장안2동주민센터,37.578696666666666,127.07046166666666,1
72178,홈플러스면목동점,37.58117833333333,127.08166333333332,3
72184,성원아파트경남아너스빌앞,37.603541666666665,127.09586666666668,1
72240,수유보건지소,37.633325,127.01748833333336,1
72241,빨래골입구.수유1동주민센터,37.629850000000005,127.01775833333336,2
72244,강북청소년문화정보도서관입구,37.621833333333335,127.02017499999998,1
72251,남대문시장,37.56125333333333,126.98002833333334,5
72271,수유보건지소,37.633273333333335,127.01768833333333,1
72299,과천중앙공원.KT과천지사,37.42863333333333,126.99221333333335,2
72350,한국폴리텍1대학,37.53053166666667,126.99657166666664,2
72359,동대문구청.용신동주민센터,37.57530666666666,127.03798833333332,2
72363,삼성래미안아파트앞,37.54842,127.02754666666668,1
72368,한남시범아파트,37.53803333333334,127.01223666666668,1
72369,한남동,37.53396833333333,127.00845666666667,2
72371,한남역.용산노인종합복지관,37.53128,127.00674666666669,18
72374,서빙고동주민센터,37.52038166666667,126.994885,9
72383,힐스테이트서울숲리버아파트,37.54790666666667,127.02707333333336,1
72386,응봉사거리,37.55527666666667,127.03444666666668,3
72395,퇴계로5가,37.56270666666667,126.99977666666668,1
72410,남대문시장앞.이회영활동터,37.561025,126.97863,3
72411,롯데영프라자,37.562885,126.98200833333334,3
72435,종암동주민센터,37.599338333333336,127.03416666666664,1
72436,숭례초교,37.59480666666666,127.03569166666666,8
72439,안암오거리,37.582481666666666,127.029065,6
72450,청계1가.광교,37.56872666666666,126.98494666666666,1
72453,서울의료보건고등학교.서울역서부,37.55584833333333,126.96890166666664,6
72454,만리동고개,37.55178333333333,126.96259333333334,20
72455,한겨레신문사,37.548135,126.95873000000002,7
72456,신덕성결교회,37.54589333333333,126.95616166666666,1
72457,공덕역.공덕시장,37.54441333333333,126.95303,11
72462,목원초등학교.서울지방식품의약품안전청,37.543038333333335,126.881355,11
72463,목동한신청구아파트,37.54071833333333,126.88021666666668,6
72464,목동YMCA.서울에너지공사,37.53886833333333,126.88274333333332,5
72469,목동파라곤,37.530168333333336,126.87551,23
72473,목동이대병원.목동6단지앞,37.53684666666666,126.88442833333332,169
72485,공덕시장,37.54435,126.95414833333334,1
72489,손기정체육공원,37.554296666666666,126.96641666666667,1
72491,청계1가.광교,37.56857166666667,126.98339166666668,1
72492,청계2가.삼일교,37.567875,126.98853666666668,1
72503,고려대학교앞,37.58813833333333,127.03468,1
72528,역삼중학교.강남세브란스병원,37.49475,127.04764500000002,5
72529,도곡1차아이파크.역삼청소년수련관,37.49288166666667,127.041775,2
72531,뱅뱅사거리.역삼동,37.49036,127.03364666666668,5
72533,국립극장.반얀트리호텔,37.551458333333336,127.00106166666669,2
72535,떡전교앞,37.58470833333333,127.05264333333336,1
72536,서울시립대학교앞,37.58267833333333,127.05396833333334,22
72537,전농로터리시장.동부교육지원청,37.57881666666666,127.05676,1
72539,서울시동부교육지원청.해성국제컨벤션고교,37.57918333333334,127.056865,1
72540,서울시립대입구,37.58300166666667,127.05409166666668,5
72541,떡전교앞,37.58493833333333,127.05267833333332,1
72563,우이동도선사입구.북한산우이역,37.66264666666667,127.01271833333334,1
72567,덕성여대솔밭근린공원,37.65140666666667,127.01265833333332,4
72569,삼양동사거리,37.61914333333333,127.02177333333331,1
72572,미아사거리역,37.61380333333333,127.03000166666668,1
72581,창신교회앞.서리풀노리학교,37.49053833333333,127.02137833333332,1
72591,성가복지병원,37.60592166666667,127.03153,1
72605,을지로2가.기업은행본점.서울노동청,37.566271666666665,126.98653166666666,5
72643,중화2동새마을금고,37.595615,127.072125,1
72654,응암초등학교,37.587163333333336,126.92110833333332,3
72693,송추검문소,37.716515,126.97164666666669,1
72699,솔고개.교현예비군훈련장,37.69315666666667,126.96564666666669,1
72705,제3697.공병부대,37.666615,126.95371666666666,1
72706,북한산성입구,37.65825333333333,126.94542166666666,5
72713,녹번동대림JR아파트앞,37.599268333333335,126.93721166666668,1
72751,진관중고교.약수사앞,37.64340833333333,126.92309,1
72759,문정1동주민센터.로데오거리,37.49065666666667,127.12433333333333,4
72760,문정로데오거리입구,37.49044666666667,127.12046,2
72774,남부터미널.한일시멘트,37.484795,127.01422166666669,6
72781,서울교통공사,37.476745,126.98616833333332,2
72782,신림동별빛거리입구,37.48584666666667,126.92963333333334,3
72789,서울지방병무청앞,37.506935,126.92327500000002,13
72795,여의도공원,37.52960666666667,126.92793833333332,13
72798,여의도환승센터,37.526055,126.92420833333333,314
72799,여의도환승센터,37.52551666666667,126.92424333333332,4
72812,방배동래미안타워.동덕여중고,37.47475833333333,126.99062333333336,7
72854,KT강남지사,37.50468333333333,127.04203666666666,4
72855,라움아트센터.시티프라디움더강남,37.507745,127.03964833333332,1
72870,펜트힐루논현.임피리얼팰리스호텔,37.513670000000005,127.03513333333332,1
72876,대치현대아파트,37.500825,127.06006166666666,2
72877,휘문중고등학교,37.50405,127.06185166666668,1
72900,경찰병원.서울동부고용노동지청,37.494675,127.12233666666668,1
72929,일지아트홀,37.52491166666667,127.03949833333331,5
72941,한림연예예술고교,37.48538333333333,127.13138499999998,1
72945,성동제일새마을금고,37.56094,127.04730166666668,1
72974,용산전자상가입구,37.53458833333333,126.96221666666666,1
72988,새마을금고,37.537115,126.959505,1
73061,방학중학교정문,37.66654833333334,127.034145,1
73074,강북구청,37.640411666666665,127.02602,1
73091,방학동신동아타워,37.661745,127.028185,1
73092,방학동신동아아파트,37.662018333333336,127.031345,2
73093,국민은행방학지점,37.66236166666667,127.03424166666667,2
73097,방학2동주민센터,37.668216666666666,127.03480666666668,1
73109,방학동우성아파트,37.65743166666667,127.02424,3
73110,쌍문동성원아파트,37.657668333333326,127.02888666666668,1
73112,쌍문동삼익금호1차아파트,37.658051666666665,127.03479166666666,2
73166,국악고교사거리,37.47458666666667,127.04802166666666,6
73167,삼호물산,37.47724,127.04526833333333,15
73169,총지사,37.49498333333334,127.03989166666666,10
73170,영동중앙교회,37.497825,127.03856333333331,2
73187,동대문더퍼스트데시앙아파트,37.57499333333333,127.07177666666666,4
73188,코리아병원,37.57321,127.07162333333332,3
73189,장안동삼성쉐르빌아파트,37.57123833333333,127.07084333333331,4
73190,현대벤처빌.현대썬앤빌,37.568911666666665,127.069345,5
73191,우리은행장안지점앞,37.56639333333333,127.06772666666666,1
73279,과천지식정보타운,37.41350666666666,126.98171833333332,3
73642,서울항공비즈니스고등학교,37.56901666666667,126.81638,193
73648,방화주유소,37.56621833333334,126.81257833333332,1
73654,당산유원제일1차아파트,37.528725,126.89764166666669,16
73659,당산삼성아파트,37.52883166666666,126.89813333333336,6
73660,당산역,37.532825,126.9013,4
73664,방화2동청성아파트앞,37.56701833333333,126.81165,8
73665,공항시장역.공항성산교회,37.564645000000006,126.81133166666665,34
73677,용산구청,37.529405,126.99116,2
73679,서울지방조달청.서울성모병원,37.49926,127.00393333333336,3
73684,서초동유원아파트,37.49575,127.01977,1
73685,지하철2호선교대역4번출구,37.49449166666667,127.01584666666668,1
73686,교대역10번출구,37.49355333333333,127.01278166666668,2
73688,서울중앙지방검찰청,37.49476833333333,127.00654333333333,1
73689,서울지방조달청.서울성모병원,37.50067666666666,127.00409166666668,1
73690,한강중학교,37.52545,126.992155,3
73691,용산구청,37.530303333333336,126.99116333333336,6
73693,효창공원앞역.이봉창역사울림관,37.53926666666667,126.9619,3
73725,양지말,37.594,126.864925,1
73726,현천동마트,37.593023333333335,126.86775166666666,1
73727,부대앞,37.592621666666666,126.87239166666669,6
73739,항공대학교,37.59976166666667,126.86613333333337,2
73749,항공대학교,37.59981333333334,126.866205,1
73773,해방촌,37.53781666666666,126.986605,2
73801,국민은행논현동지점,37.50857333333333,127.03738333333334,1
73812,선정릉역.무형문화재전수회관,37.50931333333333,127.04415166666668,2
73848,용산푸르지오써밋,37.52723666666667,126.96457333333336,8
73849,용산역광장앞,37.52833333333333,126.96561666666666,60
73866,구민회관입구,37.596605,127.00643666666669,1
73911,송내역,37.48963833333333,126.754265,16
73912,법원.검찰청.복사골문화센타.반달마을,37.49358666666667,126.755385,17
73913,꿈동산.사랑마을,37.49368333333334,126.75771166666668,1
73915,상지초등학교,37.49319333333334,126.76138,6
73916,상동시장,37.492735,126.76454166666666,12
73917,복사골마을,37.49449166666667,126.76733666666664,10
73918,그린타운상가.무지개마을,37.49740333333333,126.76795833333333,9
73919,중앙공원.미리내마을,37.499901666666666,126.768475,11
73920,부천시청.중동힐스테이트,37.502608333333335,126.76903166666668,35
73921,신중동역3번출구.롯데백화점.홈플러스중동지점,37.50322333333334,126.77260833333334,90
73922,신중동역6번출구.중흥중학교,37.50559833333333,126.77572666666669,22
73923,부천세무서,37.50756166666667,126.775205,14
73924,손가면옥,37.511165,126.77524,33
73925,농협신흥지점,37.51370166666666,126.77540333333332,8
73926,약대오거리.동부하이텍,37.515465,126.77655666666666,30
73927,하나은행부천도당금융센터,37.51667166666667,126.77983,39
73928,도당사거리,37.517985,126.78341333333334,10
73929,내촌사거리,37.52058,126.78476166666664,41
73930,부천우편집중국.부천실업고,37.52712666666666,126.78306666666668,136
73931,오정동경인OBS방송국,37.530245,126.78722833333336,104
